article_id,packet_id,canonical_owner_doc,allowed_surfaces,forbidden_surfaces,spoiler_level,unlock_gate,in_world_voice_options,runtime_layer
applied_lore.player_lien_contract_start_card,P325_PLAYER_LIEN_CONTRACT_START_CARD,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,0,unlock.player_lien_contract_start_card,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.sanitized_accident_reply_window,P326_SANITIZED_ACCIDENT_REPLY_WINDOW,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,0,unlock.sanitized_accident_reply_window,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.legal_insurance_automated_ping,P327_LEGAL_INSURANCE_AUTOMATED_PING,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,1,unlock.legal_insurance_automated_ping,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.recovery_compliance_coordinate_demand,P328_RECOVERY_COMPLIANCE_COORDINATE_DEMAND,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,1,unlock.recovery_compliance_coordinate_demand,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.deep_reach_faction_message_split,P329_DEEP_REACH_FACTION_MESSAGE_SPLIT,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,1,unlock.deep_reach_faction_message_split,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.blackout_window_signal_decay,P330_BLACKOUT_WINDOW_SIGNAL_DECAY,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,0,unlock.blackout_window_signal_decay,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.conductive_biofilm_repair_bus,P331_CONDUCTIVE_BIOFILM_REPAIR_BUS,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,pre_evidence_audio;pre_evidence_scanner;public_site_open,3,unlock.conductive_biofilm_repair_bus,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.acoustic_filter_organ_relay,P332_ACOUSTIC_FILTER_ORGAN_RELAY,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,pre_evidence_audio;pre_evidence_scanner;public_site_open,3,unlock.acoustic_filter_organ_relay,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.shell_sealant_pressure_growth,P333_SHELL_SEALANT_PRESSURE_GROWTH,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,pre_evidence_audio;pre_evidence_scanner;public_site_open,3,unlock.shell_sealant_pressure_growth,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.sensor_tagged_fauna_feedback_loop,P334_SENSOR_TAGGED_FAUNA_FEEDBACK_LOOP,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,field_note_runtime_until_rewritten;pre_evidence_audio;pre_evidence_scanner;public_site_open,3,unlock.sensor_tagged_fauna_feedback_loop,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.vent_micronode_power_nest,P335_VENT_MICRONODE_POWER_NEST,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,pre_evidence_audio;pre_evidence_scanner;public_site_open,3,unlock.vent_micronode_power_nest,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.material_exit_receipt_audit,P336_MATERIAL_EXIT_RECEIPT_AUDIT,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,field_note_runtime_until_rewritten;marketing_public_page;pre_evidence_audio;pre_evidence_scanner;public_site_open;spoiler_free_wiki,4,unlock.material_exit_receipt_audit,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.partial_return_lien_extension,P337_PARTIAL_RETURN_LIEN_EXTENSION,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,field_note_runtime_until_rewritten;marketing_public_page;pre_evidence_audio;pre_evidence_scanner;public_site_open;spoiler_free_wiki,4,unlock.partial_return_lien_extension,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.quarantine_hold_interrogation_record,P338_QUARANTINE_HOLD_INTERROGATION_RECORD,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,marketing_public_page;pre_evidence_audio;pre_evidence_scanner;public_site_open;spoiler_free_wiki,4,unlock.quarantine_hold_interrogation_record,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.corporate_coordinate_capture_record,P339_CORPORATE_COORDINATE_CAPTURE_RECORD,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,marketing_public_page;pre_evidence_audio;pre_evidence_scanner;public_site_open;spoiler_free_wiki,4,unlock.corporate_coordinate_capture_record,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.public_ledger_aftershock_record,P340_PUBLIC_LEDGER_AFTERSHOCK_RECORD,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,marketing_public_page;pre_evidence_audio;pre_evidence_scanner;public_site_open;spoiler_free_wiki,4,unlock.public_ledger_aftershock_record,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.needleprobe_precursor_program,P341_NEEDLEPROBE_PRECURSOR_PROGRAM,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,field_note_runtime_until_rewritten,0,unlock.needleprobe_precursor_program,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.beam_sail_and_pellet_lane,P342_BEAM_SAIL_AND_PELLET_LANE,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,field_note_runtime_until_rewritten,0,unlock.beam_sail_and_pellet_lane,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.seed_ship_braking_architecture,P343_SEED_SHIP_BRAKING_ARCHITECTURE,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,field_note_runtime_until_rewritten,0,unlock.seed_ship_braking_architecture,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.system_carrier_tug_stack,P344_SYSTEM_CARRIER_TUG_STACK,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,field_note_runtime_until_rewritten,0,unlock.system_carrier_tug_stack,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.black_keel_bathydrop_interface,P345_BLACK_KEEL_BATHYDROP_INTERFACE,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,field_note_runtime_until_rewritten,0,unlock.black_keel_bathydrop_interface,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.aegir_primary_light_and_radiation,P346_AEGIR_PRIMARY_LIGHT_AND_RADIATION,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,field_note_runtime_until_rewritten;pre_evidence_audio;pre_evidence_scanner;public_site_open,3,unlock.aegir_primary_light_and_radiation,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.inner_relay_moon_traffic_role,P347_INNER_RELAY_MOON_TRAFFIC_ROLE,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,field_note_runtime_until_rewritten;pre_evidence_audio;pre_evidence_scanner;public_site_open,3,unlock.inner_relay_moon_traffic_role,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.ice_scatter_moon_hazard_role,P348_ICE_SCATTER_MOON_HAZARD_ROLE,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,field_note_runtime_until_rewritten;pre_evidence_audio;pre_evidence_scanner;public_site_open,3,unlock.ice_scatter_moon_hazard_role,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.hecton8_mid_orbit_tide_role,P349_HECTON8_MID_ORBIT_TIDE_ROLE,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,field_note_runtime_until_rewritten;pre_evidence_audio;pre_evidence_scanner;public_site_open,3,unlock.hecton8_mid_orbit_tide_role,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.outer_dead_beacon_moon_role,P350_OUTER_DEAD_BEACON_MOON_ROLE,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,field_note_runtime_until_rewritten;pre_evidence_audio;pre_evidence_scanner;public_site_open,3,unlock.outer_dead_beacon_moon_role,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.drowned_crust_strata_guide,P351_DROWNED_CRUST_STRATA_GUIDE,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,field_note_runtime_until_rewritten,2,unlock.drowned_crust_strata_guide,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.brine_canyon_density_ladder_guide,P352_BRINE_CANYON_DENSITY_LADDER_GUIDE,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,field_note_runtime_until_rewritten,2,unlock.brine_canyon_density_ladder_guide,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.vent_forge_field_process_guide,P353_VENT_FORGE_FIELD_PROCESS_GUIDE,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,field_note_runtime_until_rewritten,2,unlock.vent_forge_field_process_guide,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.blue_debt_pressure_history_guide,P354_BLUE_DEBT_PRESSURE_HISTORY_GUIDE,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,field_note_runtime_until_rewritten,2,unlock.blue_debt_pressure_history_guide,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.pressure_glass_and_sealant_guide,P355_PRESSURE_GLASS_AND_SEALANT_GUIDE,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,field_note_runtime_until_rewritten;pre_evidence_audio;pre_evidence_scanner;public_site_open,3,unlock.pressure_glass_and_sealant_guide,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.pressure_bunk_shift_routine,P356_PRESSURE_BUNK_SHIFT_ROUTINE,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,field_note_runtime_until_rewritten;pre_evidence_audio;pre_evidence_scanner;public_site_open,3,unlock.pressure_bunk_shift_routine,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.canteen_water_ledger,P357_CANTEEN_WATER_LEDGER,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,field_note_runtime_until_rewritten;pre_evidence_audio;pre_evidence_scanner;public_site_open,3,unlock.canteen_water_ledger,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.tool_certification_rituals,P358_TOOL_CERTIFICATION_RITUALS,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,field_note_runtime_until_rewritten;pre_evidence_audio;pre_evidence_scanner;public_site_open,3,unlock.tool_certification_rituals,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.worker_community_no_family_hook_rule,P359_WORKER_COMMUNITY_NO_FAMILY_HOOK_RULE,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,pre_evidence_audio;pre_evidence_scanner;public_site_open,3,unlock.worker_community_no_family_hook_rule,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.last_normal_day_evidence_set,P360_LAST_NORMAL_DAY_EVIDENCE_SET,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,field_note_runtime_until_rewritten;pre_evidence_audio;pre_evidence_scanner;public_site_open,3,unlock.last_normal_day_evidence_set,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.acoustic_relay_spine_assembly,P361_ACOUSTIC_RELAY_SPINE_ASSEMBLY,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,1,unlock.acoustic_relay_spine_assembly,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.pressure_seal_clamp_ring_assembly,P362_PRESSURE_SEAL_CLAMP_RING_ASSEMBLY,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,1,unlock.pressure_seal_clamp_ring_assembly,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.guidance_timing_core_assembly,P363_GUIDANCE_TIMING_CORE_ASSEMBLY,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,0,unlock.guidance_timing_core_assembly,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.ascent_energy_charge_assembly,P364_ASCENT_ENERGY_CHARGE_ASSEMBLY,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,field_note_runtime_until_rewritten,1,unlock.ascent_energy_charge_assembly,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.quarantine_legal_handshake_assembly,P365_QUARANTINE_LEGAL_HANDSHAKE_ASSEMBLY,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,field_note_runtime_until_rewritten,1,unlock.quarantine_legal_handshake_assembly,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.field_systems_specialist_record,P366_FIELD_SYSTEMS_SPECIALIST_RECORD,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,2,unlock.field_systems_specialist_record,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.revoked_access_language_trace,P367_REVOKED_ACCESS_LANGUAGE_TRACE,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,2,unlock.revoked_access_language_trace,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.old_procedure_recognition_cue,P368_OLD_PROCEDURE_RECOGNITION_CUE,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,2,unlock.old_procedure_recognition_cue,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.debt_blacklist_contract_pressure,P369_DEBT_BLACKLIST_CONTRACT_PRESSURE,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,2,unlock.debt_blacklist_contract_pressure,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.professional_guilt_to_personal_stake,P370_PROFESSIONAL_GUILT_TO_PERSONAL_STAKE,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,2,unlock.professional_guilt_to_personal_stake,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.great_tide_sensor_margin_proof,P371_GREAT_TIDE_SENSOR_MARGIN_PROOF,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,1,unlock.great_tide_sensor_margin_proof,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.evacuation_queue_delay_proof,P372_EVACUATION_QUEUE_DELAY_PROOF,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,1,unlock.evacuation_queue_delay_proof,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.atlas_weighting_audit_proof,P373_ATLAS_WEIGHTING_AUDIT_PROOF,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,pre_evidence_audio;pre_evidence_scanner;public_site_open,3,unlock.atlas_weighting_audit_proof,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.quarantine_release_delay_proof,P374_QUARANTINE_RELEASE_DELAY_PROOF,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,2,unlock.quarantine_release_delay_proof,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.claim_continuity_loss_conversion_proof,P375_CLAIM_CONTINUITY_LOSS_CONVERSION_PROOF,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,2,unlock.claim_continuity_loss_conversion_proof,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.payload_sell_coordinates_receiver_protocol,P376_PAYLOAD_SELL_COORDINATES_RECEIVER_PROTOCOL,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,field_note_runtime_until_rewritten;marketing_public_page;pre_evidence_audio;pre_evidence_scanner;public_site_open;spoiler_free_wiki,4,unlock.payload_sell_coordinates_receiver_protocol,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.payload_sever_atlas_receiver_protocol,P377_PAYLOAD_SEVER_ATLAS_RECEIVER_PROTOCOL,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,field_note_runtime_until_rewritten;marketing_public_page;pre_evidence_audio;pre_evidence_scanner;public_site_open;spoiler_free_wiki,4,unlock.payload_sever_atlas_receiver_protocol,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.payload_preserve_quarantine_receiver_protocol,P378_PAYLOAD_PRESERVE_QUARANTINE_RECEIVER_PROTOCOL,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,field_note_runtime_until_rewritten;marketing_public_page;pre_evidence_audio;pre_evidence_scanner;public_site_open;spoiler_free_wiki,4,unlock.payload_preserve_quarantine_receiver_protocol,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.payload_public_ledger_receiver_protocol,P379_PAYLOAD_PUBLIC_LEDGER_RECEIVER_PROTOCOL,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,marketing_public_page;pre_evidence_audio;pre_evidence_scanner;public_site_open;spoiler_free_wiki,4,unlock.payload_public_ledger_receiver_protocol,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.payload_withhold_blind_return_protocol,P380_PAYLOAD_WITHHOLD_BLIND_RETURN_PROTOCOL,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,field_note_runtime_until_rewritten;marketing_public_page;pre_evidence_audio;pre_evidence_scanner;public_site_open;spoiler_free_wiki,4,unlock.payload_withhold_blind_return_protocol,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.contract_approach_act_gate,P381_CONTRACT_APPROACH_ACT_GATE,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,field_note_runtime_until_rewritten,1,unlock.contract_approach_act_gate,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.photic_shelf_survival_act,P382_PHOTIC_SHELF_SURVIVAL_ACT,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,field_note_runtime_until_rewritten,1,unlock.photic_shelf_survival_act,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.brine_canyon_liability_act,P383_BRINE_CANYON_LIABILITY_ACT,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,field_note_runtime_until_rewritten,2,unlock.brine_canyon_liability_act,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.abyssal_machine_field_repair_act,P384_ABYSSAL_MACHINE_FIELD_REPAIR_ACT,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,field_note_runtime_until_rewritten;pre_evidence_audio;pre_evidence_scanner;public_site_open,3,unlock.abyssal_machine_field_repair_act,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.atlas_basin_payload_act,P385_ATLAS_BASIN_PAYLOAD_ACT,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,field_note_runtime_until_rewritten;pre_evidence_audio;pre_evidence_scanner;public_site_open,3,unlock.atlas_basin_payload_act,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.shallow_annex_p63_poi_kit,P386_SHALLOW_ANNEX_P63_POI_KIT,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,none_identified_static,1,unlock.shallow_annex_p63_poi_kit,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.cable_reef_relay_yard_poi_kit,P387_CABLE_REEF_RELAY_YARD_POI_KIT,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,field_note_runtime_until_rewritten,1,unlock.cable_reef_relay_yard_poi_kit,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.brine_canyon_pump_cathedral_poi_kit,P388_BRINE_CANYON_PUMP_CATHEDRAL_POI_KIT,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,field_note_runtime_until_rewritten,2,unlock.brine_canyon_pump_cathedral_poi_kit,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.evacuation_queue_terminal_poi_kit,P389_EVACUATION_QUEUE_TERMINAL_POI_KIT,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,field_note_runtime_until_rewritten,1,unlock.evacuation_queue_terminal_poi_kit,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.atlas_service_basin_poi_kit,P390_ATLAS_SERVICE_BASIN_POI_KIT,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,field_note_runtime_until_rewritten;pre_evidence_audio;pre_evidence_scanner;public_site_open,3,unlock.atlas_service_basin_poi_kit,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.quiet_salvage_contract_seed,P391_QUIET_SALVAGE_CONTRACT_SEED,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,field_note_runtime_until_rewritten,1,unlock.quiet_salvage_contract_seed,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.storm_window_rush_contract_seed,P392_STORM_WINDOW_RUSH_CONTRACT_SEED,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,field_note_runtime_until_rewritten,1,unlock.storm_window_rush_contract_seed,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.high_custody_sample_contract_seed,P393_HIGH_CUSTODY_SAMPLE_CONTRACT_SEED,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,field_note_runtime_until_rewritten,1,unlock.high_custody_sample_contract_seed,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.evidence_first_charter_contract_seed,P394_EVIDENCE_FIRST_CHARTER_CONTRACT_SEED,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,field_note_runtime_until_rewritten,0,unlock.evidence_first_charter_contract_seed,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.recovery_compliance_bait_contract_seed,P395_RECOVERY_COMPLIANCE_BAIT_CONTRACT_SEED,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,field_note_runtime_until_rewritten,1,unlock.recovery_compliance_bait_contract_seed,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.public_starting_premise_article_module,P396_PUBLIC_STARTING_PREMISE_ARTICLE_MODULE,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,field_note_runtime_until_rewritten,0,unlock.public_starting_premise_article_module,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
applied_lore.public_no_ftl_route_article_module,P397_PUBLIC_NO_FTL_ROUTE_ARTICLE_MODULE,Docs/Lore/Canon_Locks.md;Docs/Lore/Lore_Bible.md,audio;external_site;field_note;in_game_wiki;scanner;terminal,field_note_runtime_until_rewritten,0,unlock.public_no_ftl_route_article_module,scanner;terminal;audio;field_note;in_game_wiki;external_site,Narrative
