packet_id,arc_id,depth_band,route_moment,prereq_packet_ids,next_packet_ids,evidence_type,truth_claim,player_decision,spoiler_tier,primary_surface
P274_ATLAS_SEVERANCE_RECORD,derived_RS055_ENDING_PAYLOAD_RECORD_SURFACES,biome.ending;biome.atlas,unlock.atlas_severance_record,,P284_ATLAS6_SITE_SPOILER_GATE_COPY;P298_FACTORY_TEMPLE_ENTRY_FRAGMENT;P314_SITE_ATLAS_SPOILER_COMPOSITION_LOCK;P331_CONDUCTIVE_BIOFILM_REPAIR_BUS;P333_SHELL_SEALANT_PRESSURE_GROWTH;P355_PRESSURE_GLASS_AND_SEALANT_GUIDE,derived_from_unlock_and_poi_tags,,,,
P275_PRESERVE_QUARANTINE_RECORD,derived_RS055_ENDING_PAYLOAD_RECORD_SURFACES,biome.ending;biome.quarantine,unlock.preserve_quarantine_record,P265_ENDING_PAYOUT_AUTHORING_ROWS,P290_QUARANTINE_RELAY_FRAGMENT,derived_from_unlock_and_poi_tags,,,,
P276_RU_NATIVE_REVIEW_LOCK,derived_RS056_NATIVE_LOCALIZATION_REVIEW_PACK,biome.localization;biome.review,unlock.ru_native_review_lock,P256_PROPER_NOUN_TRANSLATION_LOCK_TABLE,,derived_from_unlock_and_poi_tags,,,,
P277_CJK_REVIEW_LOCK,derived_RS056_NATIVE_LOCALIZATION_REVIEW_PACK,biome.localization;biome.cjk,unlock.cjk_review_lock,P256_PROPER_NOUN_TRANSLATION_LOCK_TABLE,,derived_from_unlock_and_poi_tags,,,,
P278_RTL_REVIEW_LOCK,derived_RS056_NATIVE_LOCALIZATION_REVIEW_PACK,biome.localization;biome.rtl,unlock.rtl_review_lock,P256_PROPER_NOUN_TRANSLATION_LOCK_TABLE,,derived_from_unlock_and_poi_tags,,,,
P279_EUROPEAN_LANGUAGE_REVIEW_LOCK,derived_RS056_NATIVE_LOCALIZATION_REVIEW_PACK,biome.localization;biome.eu_languages,unlock.european_language_review_lock,P256_PROPER_NOUN_TRANSLATION_LOCK_TABLE,,derived_from_unlock_and_poi_tags,,,,
P280_SUBTITLE_AUDIO_REVIEW_LOCK,derived_RS056_NATIVE_LOCALIZATION_REVIEW_PACK,biome.localization;biome.audio,unlock.subtitle_audio_review_lock,P259_AUDIO_BARK_FAMILY_RULES,,derived_from_unlock_and_poi_tags,,,,
P281_HECTON8_SITE_OPENING_HOOK,derived_RS057_PUBLIC_SITE_READY_ARTICLE_SECTIONS,biome.publication;biome.hecton8,unlock.p281_hecton8_site_opening_hook,P251_HECTON8_PUBLIC_PRIMER_ARTICLE,,derived_from_unlock_and_poi_tags,,,,
P282_AEGIR_SITE_SYSTEM_MAP_COPY,derived_RS057_PUBLIC_SITE_READY_ARTICLE_SECTIONS,biome.publication;biome.aegir,unlock.p282_aegir_site_system_map_copy,,P312_SITE_AEGIR_SYSTEM_ART_COMPOSITION_LOCK;P330_BLACKOUT_WINDOW_SIGNAL_DECAY,derived_from_unlock_and_poi_tags,,,,
P283_DEEP_REACH_SITE_ACCOUNTABILITY_COPY,derived_RS057_PUBLIC_SITE_READY_ARTICLE_SECTIONS,biome.publication;biome.deep_reach,unlock.p283_deep_reach_site_accountability_copy,,P313_SITE_DEEP_REACH_EVIDENCE_COMPOSITION_LOCK;P326_SANITIZED_ACCIDENT_REPLY_WINDOW;P329_DEEP_REACH_FACTION_MESSAGE_SPLIT;P339_CORPORATE_COORDINATE_CAPTURE_RECORD,derived_from_unlock_and_poi_tags,,,,
P284_ATLAS6_SITE_SPOILER_GATE_COPY,derived_RS057_PUBLIC_SITE_READY_ARTICLE_SECTIONS,biome.publication;biome.atlas,unlock.p284_atlas6_site_spoiler_gate_copy,P274_ATLAS_SEVERANCE_RECORD,,derived_from_unlock_and_poi_tags,,,,
P285_BLUE_DEBT_SITE_RESOURCE_COPY,derived_RS057_PUBLIC_SITE_READY_ARTICLE_SECTIONS,biome.publication;biome.resource,unlock.p285_blue_debt_site_resource_copy,P251_HECTON8_PUBLIC_PRIMER_ARTICLE,,derived_from_unlock_and_poi_tags,,,,
P286_CAPSULE_BLACKBOX_AUDIO_01,derived_RS058_IN_GAME_ARTIFACT_AUDIO_SURFACES,biome.first_hour;biome.capsule,unlock.p286_capsule_blackbox_audio_01,,P287_P63_PUMP_ROOM_WORK_ORDER,derived_from_unlock_and_poi_tags,,,,
P287_P63_PUMP_ROOM_WORK_ORDER,derived_RS058_IN_GAME_ARTIFACT_AUDIO_SURFACES,biome.first_hour;biome.work_order,unlock.p287_p63_pump_room_work_order,P286_CAPSULE_BLACKBOX_AUDIO_01,,derived_from_unlock_and_poi_tags,,,,
P288_WORKER_LOCKER_NAMEPLATE_SAMPLE,derived_RS058_IN_GAME_ARTIFACT_AUDIO_SURFACES,biome.colony;biome.worker,unlock.p288_worker_locker_nameplate_sample,,P356_PRESSURE_BUNK_SHIFT_ROUTINE;P357_CANTEEN_WATER_LEDGER;P358_TOOL_CERTIFICATION_RITUALS;P366_FIELD_SYSTEMS_SPECIALIST_RECORD;P367_REVOKED_ACCESS_LANGUAGE_TRACE;P372_EVACUATION_QUEUE_DELAY_PROOF,derived_from_unlock_and_poi_tags,,,,
P289_MARAUDER_CORRECTION_NOTE_SAMPLE,derived_RS058_IN_GAME_ARTIFACT_AUDIO_SURFACES,biome.marauder;biome.evidence,unlock.p289_marauder_correction_note_sample,P1328_MARAUDER_CORRECTION_MARK_FIELD_ARTICLE;P160_MARAUDER_CORRECTION_LAYER,P712_GROUND_SPANNER_FILTER_PLANT;P307_SCANNER_STAGE_BINDING_PROOF_CARD,derived_from_unlock_and_poi_tags,,,,
P290_QUARANTINE_RELAY_FRAGMENT,derived_RS058_IN_GAME_ARTIFACT_AUDIO_SURFACES,biome.quarantine;biome.relay,unlock.p290_quarantine_relay_fragment,P275_PRESERVE_QUARANTINE_RECORD,,derived_from_unlock_and_poi_tags,,,,
P291_PHOTIC_MAT_CODEX_CARD,derived_RS059_ECOLOGY_CODEX_SPECIMEN_CARDS,biome.photic_shelf;biome.ecology,unlock.p291_photic_mat_codex_card,,P419_SITE_WIKI_RESOURCES_AND_ECOLOGY_CLUSTER,derived_from_unlock_and_poi_tags,,,,
P292_GLASS_GRAZER_CODEX_CARD,derived_RS059_ECOLOGY_CODEX_SPECIMEN_CARDS,biome.photic_shelf;biome.fauna,unlock.p292_glass_grazer_codex_card,,P295_SENSOR_TAGGED_FAUNA_CODEX_CARD,derived_from_unlock_and_poi_tags,,,,
P293_LANTERN_DRIFT_CODEX_CARD,derived_RS059_ECOLOGY_CODEX_SPECIMEN_CARDS,biome.photic_shelf;biome.light,unlock.p293_lantern_drift_codex_card,P031_PHOTIC_SHELF_LIFE,,derived_from_unlock_and_poi_tags,,,,
P294_BRINE_VANE_CODEX_CARD,derived_RS059_ECOLOGY_CODEX_SPECIMEN_CARDS,biome.brine_canyon;biome.ecology,unlock.p294_brine_vane_codex_card,P079_HECTON8_ORBIT_TIDE_GEOMETRY,,derived_from_unlock_and_poi_tags,,,,
P295_SENSOR_TAGGED_FAUNA_CODEX_CARD,derived_RS059_ECOLOGY_CODEX_SPECIMEN_CARDS,biome.atlas_repair;biome.fauna,unlock.p295_sensor_tagged_fauna_codex_card,P292_GLASS_GRAZER_CODEX_CARD,,derived_from_unlock_and_poi_tags,,,,
P296_ABYSSAL_MACHINE_FIELD_WARNING,derived_RS060_FINAL_DESCENT_ROUTE_FRAGMENTS,biome.abyssal_machine_field;biome.warning,unlock.p296_abyssal_machine_field_warning,P093_ACCESSIBLE_SEAFLOOR_WINDOWS,,derived_from_unlock_and_poi_tags,,,,
P297_ATLAS_BASIN_PRESSURE_GATE,derived_RS060_FINAL_DESCENT_ROUTE_FRAGMENTS,biome.atlas_basin;biome.pressure_gate,unlock.p297_atlas_basin_pressure_gate,P092_GLOBAL_OCEAN_DEPTH_BANDS,,derived_from_unlock_and_poi_tags,,,,
P298_FACTORY_TEMPLE_ENTRY_FRAGMENT,derived_RS060_FINAL_DESCENT_ROUTE_FRAGMENTS,biome.factory_temple;biome.atlas,unlock.p298_factory_temple_entry_fragment,P274_ATLAS_SEVERANCE_RECORD,,derived_from_unlock_and_poi_tags,,,,
P299_PAYLOAD_AUTHORITY_LAST_CHECK,derived_RS060_FINAL_DESCENT_ROUTE_FRAGMENTS,biome.final_payload;biome.dossier,unlock.p299_payload_authority_last_check,P244_EVIDENCE_ORDER_DEPTH_CARD,,derived_from_unlock_and_poi_tags,,,,
P300_NO_CLEAN_ENDING_DOSSIER_NOTE,derived_RS060_FINAL_DESCENT_ROUTE_FRAGMENTS,biome.ending;biome.dossier,unlock.p300_no_clean_ending_dossier_note,P244_EVIDENCE_ORDER_DEPTH_CARD,,derived_from_unlock_and_poi_tags,,,,
P301_RESOURCE_YIELD_ROW_CONTRACT,derived_RS061_TABLE_VALUE_HANDOFF_CONTRACTS,biome.authoring;biome.resource,unlock.resource_yield_row_contract,P261_RESOURCE_YIELD_AUTHORING_ROWS,,derived_from_unlock_and_poi_tags,,,,
P302_STACK_LIMIT_ROW_CONTRACT,derived_RS061_TABLE_VALUE_HANDOFF_CONTRACTS,biome.inventory;biome.resource_custody,unlock.stack_limit_row_contract,P262_INVENTORY_STACK_AUTHORING_ROWS,,derived_from_unlock_and_poi_tags,,,,
P303_ESCAPE_RECIPE_COST_ROW_CONTRACT,derived_RS061_TABLE_VALUE_HANDOFF_CONTRACTS,biome.escape_chain;biome.authoring,unlock.escape_recipe_cost_row_contract,P261_RESOURCE_YIELD_AUTHORING_ROWS,,derived_from_unlock_and_poi_tags,,,,
P304_CONTRACT_RISK_REWARD_ROW_CONTRACT,derived_RS061_TABLE_VALUE_HANDOFF_CONTRACTS,biome.contract;biome.replay,unlock.contract_risk_reward_row_contract,P264_CONTRACT_RISK_REWARD_AUTHORING_ROWS,,derived_from_unlock_and_poi_tags,,,,
P305_ENDING_PAYOUT_ROW_CONTRACT,derived_RS061_TABLE_VALUE_HANDOFF_CONTRACTS,biome.ending;biome.dossier,unlock.ending_payout_row_contract,P244_EVIDENCE_ORDER_DEPTH_CARD,,derived_from_unlock_and_poi_tags,,,,
P306_PDA_CODEX_STATE_PROOF_CARD,derived_RS062_RUNTIME_UI_PROOF_BACKLOG,biome.ui;biome.dossier,unlock.pda_codex_state_proof_card,P244_EVIDENCE_ORDER_DEPTH_CARD,,derived_from_unlock_and_poi_tags,,,,
P307_SCANNER_STAGE_BINDING_PROOF_CARD,derived_RS062_RUNTIME_UI_PROOF_BACKLOG,biome.scanner;biome.evidence,unlock.scanner_stage_binding_proof_card,P289_MARAUDER_CORRECTION_NOTE_SAMPLE,,derived_from_unlock_and_poi_tags,,,,
P308_TERMINAL_SLOT_PROOF_CARD,derived_RS062_RUNTIME_UI_PROOF_BACKLOG,biome.terminal;biome.localization,unlock.terminal_slot_proof_card,P256_PROPER_NOUN_TRANSLATION_LOCK_TABLE,P320_TERMINAL_BACKLOG_TRIAGE_LOCK,derived_from_unlock_and_poi_tags,,,,
P309_DOSSIER_ENDING_RECORD_PROOF_CARD,derived_RS062_RUNTIME_UI_PROOF_BACKLOG,biome.dossier;biome.ending,unlock.dossier_ending_record_proof_card,P244_EVIDENCE_ORDER_DEPTH_CARD,,derived_from_unlock_and_poi_tags,,,,
P310_LOCALIZED_OVERFLOW_PROOF_CARD,derived_RS062_RUNTIME_UI_PROOF_BACKLOG,biome.localization;biome.ui,unlock.localized_overflow_proof_card,P256_PROPER_NOUN_TRANSLATION_LOCK_TABLE,,derived_from_unlock_and_poi_tags,,,,
P311_SITE_HOME_PAGE_COMPOSITION_LOCK,derived_RS063_PUBLICATION_COMPOSITION_PROOF_PACK,biome.publication;biome.site,unlock.site_home_page_composition_lock,P251_HECTON8_PUBLIC_PRIMER_ARTICLE,,derived_from_unlock_and_poi_tags,,,,
P312_SITE_AEGIR_SYSTEM_ART_COMPOSITION_LOCK,derived_RS063_PUBLICATION_COMPOSITION_PROOF_PACK,biome.publication;biome.aegir,unlock.site_aegir_system_art_composition_lock,P282_AEGIR_SITE_SYSTEM_MAP_COPY,,derived_from_unlock_and_poi_tags,,,,
P313_SITE_DEEP_REACH_EVIDENCE_COMPOSITION_LOCK,derived_RS063_PUBLICATION_COMPOSITION_PROOF_PACK,biome.publication;biome.deep_reach,unlock.site_deep_reach_evidence_composition_lock,P283_DEEP_REACH_SITE_ACCOUNTABILITY_COPY,,derived_from_unlock_and_poi_tags,,,,
P314_SITE_ATLAS_SPOILER_COMPOSITION_LOCK,derived_RS063_PUBLICATION_COMPOSITION_PROOF_PACK,biome.publication;biome.atlas,unlock.site_atlas_spoiler_composition_lock,P274_ATLAS_SEVERANCE_RECORD,,derived_from_unlock_and_poi_tags,,,,
P315_SOCIAL_DEV_NOTE_COPY_LOCK,derived_RS063_PUBLICATION_COMPOSITION_PROOF_PACK,biome.publication;biome.copy,unlock.social_dev_note_copy_lock,P251_HECTON8_PUBLIC_PRIMER_ARTICLE,,derived_from_unlock_and_poi_tags,,,,
P320_TERMINAL_BACKLOG_TRIAGE_LOCK,derived_RS064_UNITY_PLACEMENT_PRIORITY_BACKLOG,biome.terminal;biome.placement,unlock.terminal_backlog_triage_lock,P308_TERMINAL_SLOT_PROOF_CARD,,derived_from_unlock_and_poi_tags,,,,
P321_BLACK_KEEL_CLAIM_POOL_CHARTER,derived_RS065_CARRIER_CONTRACT_OWNERSHIP_SURFACES,biome.orbit;biome.contract,unlock.black_keel_claim_pool_charter,P264_CONTRACT_RISK_REWARD_AUTHORING_ROWS,,derived_from_unlock_and_poi_tags,,,,
P322_MASKED_DEEP_REACH_BENEFICIARY_CLAUSE,derived_RS065_CARRIER_CONTRACT_OWNERSHIP_SURFACES,biome.contract;biome.deep_reach,unlock.masked_deep_reach_beneficiary_clause,P264_CONTRACT_RISK_REWARD_AUTHORING_ROWS,,derived_from_unlock_and_poi_tags,,,,
P323_ORBITAL_RECOVERY_WINDOW_PROTOCOL,derived_RS065_CARRIER_CONTRACT_OWNERSHIP_SURFACES,biome.orbit;biome.aegir,unlock.orbital_recovery_window_protocol,,P626_BLACK_KEEL_WINDOW_PRICE_ARTICLE,derived_from_unlock_and_poi_tags,,,,
P324_SALVAGE_CARRIER_AUTONOMY_LIMITS,derived_RS065_CARRIER_CONTRACT_OWNERSHIP_SURFACES,biome.orbit;biome.hardware,unlock.salvage_carrier_autonomy_limits,P1400_NEARLIGHT_DRIVE_STACK_CUTAWAY,,derived_from_unlock_and_poi_tags,,,,
P325_PLAYER_LIEN_CONTRACT_START_CARD,derived_RS065_CARRIER_CONTRACT_OWNERSHIP_SURFACES,biome.first_hour;biome.contract,unlock.player_lien_contract_start_card,P264_CONTRACT_RISK_REWARD_AUTHORING_ROWS,,derived_from_unlock_and_poi_tags,,,,
P326_SANITIZED_ACCIDENT_REPLY_WINDOW,derived_RS066_DEEP_REACH_PRESENT_COMMS_CHAIN,biome.first_hour;biome.deep_reach,unlock.sanitized_accident_reply_window,P283_DEEP_REACH_SITE_ACCOUNTABILITY_COPY,,derived_from_unlock_and_poi_tags,,,,
P327_LEGAL_INSURANCE_AUTOMATED_PING,derived_RS066_DEEP_REACH_PRESENT_COMMS_CHAIN,biome.contract;biome.orbit,unlock.legal_insurance_automated_ping,P264_CONTRACT_RISK_REWARD_AUTHORING_ROWS,,derived_from_unlock_and_poi_tags,,,,
P328_RECOVERY_COMPLIANCE_COORDINATE_DEMAND,derived_RS066_DEEP_REACH_PRESENT_COMMS_CHAIN,biome.deep_reach;biome.contract,unlock.recovery_compliance_coordinate_demand,P264_CONTRACT_RISK_REWARD_AUTHORING_ROWS,,derived_from_unlock_and_poi_tags,,,,
P329_DEEP_REACH_FACTION_MESSAGE_SPLIT,derived_RS066_DEEP_REACH_PRESENT_COMMS_CHAIN,biome.deep_reach;biome.truth,unlock.deep_reach_faction_message_split,P283_DEEP_REACH_SITE_ACCOUNTABILITY_COPY,,derived_from_unlock_and_poi_tags,,,,
P330_BLACKOUT_WINDOW_SIGNAL_DECAY,derived_RS066_DEEP_REACH_PRESENT_COMMS_CHAIN,biome.aegir;biome.comms,unlock.blackout_window_signal_decay,P282_AEGIR_SITE_SYSTEM_MAP_COPY,P350_OUTER_DEAD_BEACON_MOON_ROLE,derived_from_unlock_and_poi_tags,,,,
P331_CONDUCTIVE_BIOFILM_REPAIR_BUS,derived_RS067_ATLAS_REPAIR_NETWORK_MECHANICS,biome.atlas;biome.ecology,unlock.conductive_biofilm_repair_bus,P274_ATLAS_SEVERANCE_RECORD,,derived_from_unlock_and_poi_tags,,,,
P332_ACOUSTIC_FILTER_ORGAN_RELAY,derived_RS067_ATLAS_REPAIR_NETWORK_MECHANICS,biome.atlas;biome.sonar,unlock.acoustic_filter_organ_relay,P232_ACOUSTIC_FILTER_ORGAN_RELAY,,derived_from_unlock_and_poi_tags,,,,
P333_SHELL_SEALANT_PRESSURE_GROWTH,derived_RS067_ATLAS_REPAIR_NETWORK_MECHANICS,biome.atlas;biome.pressure,unlock.shell_sealant_pressure_growth,P274_ATLAS_SEVERANCE_RECORD,,derived_from_unlock_and_poi_tags,,,,
P334_SENSOR_TAGGED_FAUNA_FEEDBACK_LOOP,derived_RS067_ATLAS_REPAIR_NETWORK_MECHANICS,biome.atlas;biome.fauna,unlock.sensor_tagged_fauna_feedback_loop,P234_SENSOR_TAGGED_FAUNA,P701_COLD_VEIL_EEL,derived_from_unlock_and_poi_tags,,,,
P335_VENT_MICRONODE_POWER_NEST,derived_RS067_ATLAS_REPAIR_NETWORK_MECHANICS,biome.atlas;biome.abyss,unlock.vent_micronode_power_nest,P235_VENT_MICRONODE_NESTS,,derived_from_unlock_and_poi_tags,,,,
P336_MATERIAL_EXIT_RECEIPT_AUDIT,derived_RS068_FALSE_EXIT_AFTER_ACTION_RECORDS,biome.ending;biome.contract,unlock.material_exit_receipt_audit,,P430_BLACK_KEEL_PAYOUT_MASS_LEDGER,derived_from_unlock_and_poi_tags,,,,
P337_PARTIAL_RETURN_LIEN_EXTENSION,derived_RS068_FALSE_EXIT_AFTER_ACTION_RECORDS,biome.ending;biome.replay,unlock.partial_return_lien_extension,P265_ENDING_PAYOUT_AUTHORING_ROWS,,derived_from_unlock_and_poi_tags,,,,
P338_QUARANTINE_HOLD_INTERROGATION_RECORD,derived_RS068_FALSE_EXIT_AFTER_ACTION_RECORDS,biome.ending;biome.quarantine,unlock.quarantine_hold_interrogation_record,P265_ENDING_PAYOUT_AUTHORING_ROWS,,derived_from_unlock_and_poi_tags,,,,
P339_CORPORATE_COORDINATE_CAPTURE_RECORD,derived_RS068_FALSE_EXIT_AFTER_ACTION_RECORDS,biome.ending;biome.deep_reach,unlock.corporate_coordinate_capture_record,P283_DEEP_REACH_SITE_ACCOUNTABILITY_COPY,,derived_from_unlock_and_poi_tags,,,,
P340_PUBLIC_LEDGER_AFTERSHOCK_RECORD,derived_RS068_FALSE_EXIT_AFTER_ACTION_RECORDS,biome.ending;biome.truth,unlock.public_ledger_aftershock_record,P265_ENDING_PAYOUT_AUTHORING_ROWS,,derived_from_unlock_and_poi_tags,,,,
P341_NEEDLEPROBE_PRECURSOR_PROGRAM,derived_RS069_SHIP_TECH_TRANSIT_ENCYCLOPEDIA,biome.orbit;biome.archive,unlock.needleprobe_precursor_program,,P343_SEED_SHIP_BRAKING_ARCHITECTURE,derived_from_unlock_and_poi_tags,,,,
P342_BEAM_SAIL_AND_PELLET_LANE,derived_RS069_SHIP_TECH_TRANSIT_ENCYCLOPEDIA,biome.orbit;biome.contract,unlock.beam_sail_and_pellet_lane,P264_CONTRACT_RISK_REWARD_AUTHORING_ROWS,,derived_from_unlock_and_poi_tags,,,,
P343_SEED_SHIP_BRAKING_ARCHITECTURE,derived_RS069_SHIP_TECH_TRANSIT_ENCYCLOPEDIA,biome.orbit;biome.archive,unlock.seed_ship_braking_architecture,P341_NEEDLEPROBE_PRECURSOR_PROGRAM,,derived_from_unlock_and_poi_tags,,,,
P344_SYSTEM_CARRIER_TUG_STACK,derived_RS069_SHIP_TECH_TRANSIT_ENCYCLOPEDIA,biome.orbit;biome.contract,unlock.system_carrier_tug_stack,P264_CONTRACT_RISK_REWARD_AUTHORING_ROWS,,derived_from_unlock_and_poi_tags,,,,
P346_AEGIR_PRIMARY_LIGHT_AND_RADIATION,derived_RS070_AEGIR_MOON_SYSTEM_ATLAS,biome.orbit;biome.system,unlock.aegir_primary_light_and_radiation,P1400_NEARLIGHT_DRIVE_STACK_CUTAWAY,,derived_from_unlock_and_poi_tags,,,,
P347_INNER_RELAY_MOON_TRAFFIC_ROLE,derived_RS070_AEGIR_MOON_SYSTEM_ATLAS,biome.orbit;biome.system,unlock.inner_relay_moon_traffic_role,P1400_NEARLIGHT_DRIVE_STACK_CUTAWAY,,derived_from_unlock_and_poi_tags,,,,
P348_ICE_SCATTER_MOON_HAZARD_ROLE,derived_RS070_AEGIR_MOON_SYSTEM_ATLAS,biome.orbit;biome.system,unlock.ice_scatter_moon_hazard_role,P1400_NEARLIGHT_DRIVE_STACK_CUTAWAY,,derived_from_unlock_and_poi_tags,,,,
P349_HECTON8_MID_ORBIT_TIDE_ROLE,derived_RS070_AEGIR_MOON_SYSTEM_ATLAS,biome.orbit;biome.ocean,unlock.hecton8_mid_orbit_tide_role,P1400_NEARLIGHT_DRIVE_STACK_CUTAWAY,,derived_from_unlock_and_poi_tags,,,,
P350_OUTER_DEAD_BEACON_MOON_ROLE,derived_RS070_AEGIR_MOON_SYSTEM_ATLAS,biome.orbit;biome.comms,unlock.outer_dead_beacon_moon_role,P330_BLACKOUT_WINDOW_SIGNAL_DECAY,,derived_from_unlock_and_poi_tags,,,,
P351_DROWNED_CRUST_STRATA_GUIDE,derived_RS071_HECTON8_GEOLOGY_RESOURCE_FIELDGUIDE,biome.geology;biome.ocean,unlock.drowned_crust_strata_guide,,P352_BRINE_CANYON_DENSITY_LADDER_GUIDE,derived_from_unlock_and_poi_tags,,,,
P352_BRINE_CANYON_DENSITY_LADDER_GUIDE,derived_RS071_HECTON8_GEOLOGY_RESOURCE_FIELDGUIDE,biome.brine;biome.geology,unlock.brine_canyon_density_ladder_guide,P351_DROWNED_CRUST_STRATA_GUIDE,,derived_from_unlock_and_poi_tags,,,,
P353_VENT_FORGE_FIELD_PROCESS_GUIDE,derived_RS071_HECTON8_GEOLOGY_RESOURCE_FIELDGUIDE,biome.vent;biome.resource,unlock.vent_forge_field_process_guide,P261_RESOURCE_YIELD_AUTHORING_ROWS,,derived_from_unlock_and_poi_tags,,,,
P354_BLUE_DEBT_PRESSURE_HISTORY_GUIDE,derived_RS071_HECTON8_GEOLOGY_RESOURCE_FIELDGUIDE,biome.resource;biome.deep,unlock.blue_debt_pressure_history_guide,P038_MATERIAL_PAYOUT_LEDGER,P426_BLUE_DEBT_CUSTODY_GRADE_RECEIPT,derived_from_unlock_and_poi_tags,,,,
P355_PRESSURE_GLASS_AND_SEALANT_GUIDE,derived_RS071_HECTON8_GEOLOGY_RESOURCE_FIELDGUIDE,biome.geology;biome.atlas,unlock.pressure_glass_and_sealant_guide,P274_ATLAS_SEVERANCE_RECORD,,derived_from_unlock_and_poi_tags,,,,
P356_PRESSURE_BUNK_SHIFT_ROUTINE,derived_RS072_COLONY_DAILY_LIFE_EVIDENCE_ATLAS,biome.colony;biome.safe_module,unlock.pressure_bunk_shift_routine,P288_WORKER_LOCKER_NAMEPLATE_SAMPLE,,derived_from_unlock_and_poi_tags,,,,
P357_CANTEEN_WATER_LEDGER,derived_RS072_COLONY_DAILY_LIFE_EVIDENCE_ATLAS,biome.colony;biome.safe_module,unlock.canteen_water_ledger,P288_WORKER_LOCKER_NAMEPLATE_SAMPLE,,derived_from_unlock_and_poi_tags,,,,
P358_TOOL_CERTIFICATION_RITUALS,derived_RS072_COLONY_DAILY_LIFE_EVIDENCE_ATLAS,biome.colony;biome.engineering,unlock.tool_certification_rituals,P288_WORKER_LOCKER_NAMEPLATE_SAMPLE,,derived_from_unlock_and_poi_tags,,,,
P360_LAST_NORMAL_DAY_EVIDENCE_SET,derived_RS072_COLONY_DAILY_LIFE_EVIDENCE_ATLAS,biome.colony;biome.evidence,unlock.last_normal_day_evidence_set,P1306_ROUTE_BOARD_RETURN_STAMP_FIELD_ARTICLE,,derived_from_unlock_and_poi_tags,,,,
P361_ACOUSTIC_RELAY_SPINE_ASSEMBLY,derived_RS073_ESCAPE_ASCENT_ENGINEERING_COMPONENTS,biome.shallow_shelf;biome.industrial_shelf,unlock.acoustic_relay_spine_assembly,P1090_SILENT_ORBIT_RECEIPT_LEDGER,P622_KESTREL_RELAY_SHADOW_CHART,derived_from_unlock_and_poi_tags,,,,
P362_PRESSURE_SEAL_CLAMP_RING_ASSEMBLY,derived_RS073_ESCAPE_ASCENT_ENGINEERING_COMPONENTS,biome.industrial_shelf;biome.brine_canyon,unlock.pressure_seal_clamp_ring_assembly,P248_P63_PUMP_ROOM_FIRST_REPAIR_TASK,,derived_from_unlock_and_poi_tags,,,,
P363_GUIDANCE_TIMING_CORE_ASSEMBLY,derived_RS073_ESCAPE_ASCENT_ENGINEERING_COMPONENTS,biome.brine_canyon;biome.abyssal_machine_field,unlock.guidance_timing_core_assembly,P093_ACCESSIBLE_SEAFLOOR_WINDOWS,,derived_from_unlock_and_poi_tags,,,,
P364_ASCENT_ENERGY_CHARGE_ASSEMBLY,derived_RS073_ESCAPE_ASCENT_ENGINEERING_COMPONENTS,biome.brine_canyon;biome.abyssal_machine_field,unlock.ascent_energy_charge_assembly,P067_OSKAR_NEUMANN_PRESSURE_FORGE,,derived_from_unlock_and_poi_tags,,,,
P365_QUARANTINE_LEGAL_HANDSHAKE_ASSEMBLY,derived_RS073_ESCAPE_ASCENT_ENGINEERING_COMPONENTS,biome.safe_module;biome.abyssal_machine_field,unlock.quarantine_legal_handshake_assembly,,P385_ATLAS_BASIN_PAYLOAD_ACT,derived_from_unlock_and_poi_tags,,,,
P366_FIELD_SYSTEMS_SPECIALIST_RECORD,derived_RS074_PLAYER_EX_DEEP_REACH_PROFESSIONAL_DOSSIER,biome.safe_module;biome.colony,unlock.field_systems_specialist_record,P288_WORKER_LOCKER_NAMEPLATE_SAMPLE,,derived_from_unlock_and_poi_tags,,,,
P367_REVOKED_ACCESS_LANGUAGE_TRACE,derived_RS074_PLAYER_EX_DEEP_REACH_PROFESSIONAL_DOSSIER,biome.colony;biome.industrial_shelf,unlock.revoked_access_language_trace,P288_WORKER_LOCKER_NAMEPLATE_SAMPLE,,derived_from_unlock_and_poi_tags,,,,
P368_OLD_PROCEDURE_RECOGNITION_CUE,derived_RS074_PLAYER_EX_DEEP_REACH_PROFESSIONAL_DOSSIER,biome.colony;biome.brine_canyon,unlock.old_procedure_recognition_cue,P079_HECTON8_ORBIT_TIDE_GEOMETRY,,derived_from_unlock_and_poi_tags,,,,
P369_DEBT_BLACKLIST_CONTRACT_PRESSURE,derived_RS074_PLAYER_EX_DEEP_REACH_PROFESSIONAL_DOSSIER,biome.safe_module;biome.claim_route,unlock.debt_blacklist_contract_pressure,P1422_MASS_CUSTODY_TONNE_WINDOW_LEDGER,,derived_from_unlock_and_poi_tags,,,,
P370_PROFESSIONAL_GUILT_TO_PERSONAL_STAKE,derived_RS074_PLAYER_EX_DEEP_REACH_PROFESSIONAL_DOSSIER,biome.colony;biome.atlas_basin,unlock.professional_guilt_to_personal_stake,P092_GLOBAL_OCEAN_DEPTH_BANDS,,derived_from_unlock_and_poi_tags,,,,
P371_GREAT_TIDE_SENSOR_MARGIN_PROOF,derived_RS075_DEEP_REACH_LIE_PHYSICAL_PROOF_CHAIN,biome.industrial_shelf;biome.brine_canyon,unlock.great_tide_sensor_margin_proof,P079_HECTON8_ORBIT_TIDE_GEOMETRY,,derived_from_unlock_and_poi_tags,,,,
