"channel_name","channel_profile_url","country_candidates","source_games","source_segments","surfaces_seen","raw_occurrences","max_public_metric_seen","recommended_segment","pitch_angle","personalized_pitch_stub","risk_notes","contact_route","verification_status","next_action"
"Latura","https://www.letsplayindex.com/channels/211490-latura","Germany","Barotrauma; Sons of the Forest","abyss_pressure_horror; hostile_survival","latest_letsplay; most_lp_views","4","10200","abyss_horror_pressure","Abyssal horror, instruments, isolation, and hostile depth.","Your audience responds to horror/abyss tension. HECTON-8 should be pitched through instruments, sound, pressure, and black-water dread rather than creature spam or jump scares.","Needs a strong atmospheric demo; weak survival grind will underperform with horror viewers.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"LetsPlay","https://www.letsplayindex.com/channels/18004-letsplay","United States","Barotrauma; Raft; Satisfactory; Sons of the Forest; The Forest; The Long Dark","abyss_pressure_horror; factory_engineering_systems; hardcore_survival; hostile_survival; ocean_survival_crafting","latest_letsplay; most_lp_views","8","3490000","abyss_horror_pressure","Abyssal horror, instruments, isolation, and hostile depth.","Your audience responds to horror/abyss tension. HECTON-8 should be pitched through instruments, sound, pressure, and black-water dread rather than creature spam or jump scares.","Needs a strong atmospheric demo; weak survival grind will underperform with horror viewers.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"LFP Gaming","https://www.letsplayindex.com/channels/42608-lfp-gaming","United States","Barotrauma; Forever Skies","abyss_pressure_horror; vehicle_base_survival","review_channels","2","110000","abyss_horror_pressure","Abyssal horror, instruments, isolation, and hostile depth.","Your audience responds to horror/abyss tension. HECTON-8 should be pitched through instruments, sound, pressure, and black-water dread rather than creature spam or jump scares.","Needs a strong atmospheric demo; weak survival grind will underperform with horror viewers.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"Little Queso","https://www.letsplayindex.com/channels/2146646-little-queso","United States","Barotrauma","abyss_pressure_horror","review_channels","1","11600","abyss_horror_pressure","Abyssal horror, instruments, isolation, and hostile depth.","Your audience responds to horror/abyss tension. HECTON-8 should be pitched through instruments, sound, pressure, and black-water dread rather than creature spam or jump scares.","Needs a strong atmospheric demo; weak survival grind will underperform with horror viewers.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"Lucky Luke","https://www.letsplayindex.com/channels/157188-lucky-luke","Slovenia","Barotrauma","abyss_pressure_horror","latest_letsplay; most_lp_views","2","1840","abyss_horror_pressure","Abyssal horror, instruments, isolation, and hostile depth.","Your audience responds to horror/abyss tension. HECTON-8 should be pitched through instruments, sound, pressure, and black-water dread rather than creature spam or jump scares.","Needs a strong atmospheric demo; weak survival grind will underperform with horror viewers.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"M4cM4nus","https://www.letsplayindex.com/channels/32234-m4cm4nus","Germany","Barotrauma; Raft","abyss_pressure_horror; ocean_survival_crafting","latest_letsplay; most_lp_views","3","209000","abyss_horror_pressure","Abyssal horror, instruments, isolation, and hostile depth.","Your audience responds to horror/abyss tension. HECTON-8 should be pitched through instruments, sound, pressure, and black-water dread rather than creature spam or jump scares.","Needs a strong atmospheric demo; weak survival grind will underperform with horror viewers.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"MakinReality","https://www.letsplayindex.com/channels/2367899-makinreality","United States","Barotrauma","abyss_pressure_horror","latest_letsplay; most_lp_views","2","1190","abyss_horror_pressure","Abyssal horror, instruments, isolation, and hostile depth.","Your audience responds to horror/abyss tension. HECTON-8 should be pitched through instruments, sound, pressure, and black-water dread rather than creature spam or jump scares.","Needs a strong atmospheric demo; weak survival grind will underperform with horror viewers.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"Mal","https://www.letsplayindex.com/channels/14750-mal","United States","Barotrauma","abyss_pressure_horror","latest_letsplay; most_lp_views","2","20600","abyss_horror_pressure","Abyssal horror, instruments, isolation, and hostile depth.","Your audience responds to horror/abyss tension. HECTON-8 should be pitched through instruments, sound, pressure, and black-water dread rather than creature spam or jump scares.","Needs a strong atmospheric demo; weak survival grind will underperform with horror viewers.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"Maosiie Hoshiya / 星夜マオシ Ch.","https://www.letsplayindex.com/channels/2141750-maosiie-hoshiya-ch","United Kingdom","Barotrauma","abyss_pressure_horror","latest_letsplay; most_lp_views","2","1415","abyss_horror_pressure","Abyssal horror, instruments, isolation, and hostile depth.","Your audience responds to horror/abyss tension. HECTON-8 should be pitched through instruments, sound, pressure, and black-water dread rather than creature spam or jump scares.","Needs a strong atmospheric demo; weak survival grind will underperform with horror viewers.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"Markiplier","https://www.letsplayindex.com/channels/13271-markiplier","United States","Barotrauma; Raft","abyss_pressure_horror; ocean_survival_crafting","latest_letsplay; most_lp_views","3","38600000","abyss_horror_pressure","Abyssal horror, instruments, isolation, and hostile depth.","Your audience responds to horror/abyss tension. HECTON-8 should be pitched through instruments, sound, pressure, and black-water dread rather than creature spam or jump scares.","Needs a strong atmospheric demo; weak survival grind will underperform with horror viewers.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"MEGA the micro","https://www.letsplayindex.com/channels/856803-mega-the-micro","UNKNOWN","Barotrauma; Forever Skies; The Long Dark","abyss_pressure_horror; hardcore_survival; vehicle_base_survival","review_channels","3","6300","abyss_horror_pressure","Abyssal horror, instruments, isolation, and hostile depth.","Your audience responds to horror/abyss tension. HECTON-8 should be pitched through instruments, sound, pressure, and black-water dread rather than creature spam or jump scares.","Needs a strong atmospheric demo; weak survival grind will underperform with horror viewers.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"Melody Young","https://www.letsplayindex.com/channels/2234968-melody-young","United States","Barotrauma","abyss_pressure_horror","latest_letsplay; most_lp_views","2","2157","abyss_horror_pressure","Abyssal horror, instruments, isolation, and hostile depth.","Your audience responds to horror/abyss tension. HECTON-8 should be pitched through instruments, sound, pressure, and black-water dread rather than creature spam or jump scares.","Needs a strong atmospheric demo; weak survival grind will underperform with horror viewers.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"MissehsJune","https://www.letsplayindex.com/channels/199108-missehsjune","Canada","Barotrauma","abyss_pressure_horror","latest_letsplay; most_lp_views","2","2260","abyss_horror_pressure","Abyssal horror, instruments, isolation, and hostile depth.","Your audience responds to horror/abyss tension. HECTON-8 should be pitched through instruments, sound, pressure, and black-water dread rather than creature spam or jump scares.","Needs a strong atmospheric demo; weak survival grind will underperform with horror viewers.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"Motion of Stillness","https://www.letsplayindex.com/channels/3060188-motion-of-stillness","UNKNOWN","Barotrauma","abyss_pressure_horror","latest_letsplay; most_lp_views","2","5728","abyss_horror_pressure","Abyssal horror, instruments, isolation, and hostile depth.","Your audience responds to horror/abyss tension. HECTON-8 should be pitched through instruments, sound, pressure, and black-water dread rather than creature spam or jump scares.","Needs a strong atmospheric demo; weak survival grind will underperform with horror viewers.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"Mr Jaeger","https://www.letsplayindex.com/channels/501397-mr-jaeger","United Kingdom","Barotrauma","abyss_pressure_horror","latest_letsplay; most_lp_views","2","3626","abyss_horror_pressure","Abyssal horror, instruments, isolation, and hostile depth.","Your audience responds to horror/abyss tension. HECTON-8 should be pitched through instruments, sound, pressure, and black-water dread rather than creature spam or jump scares.","Needs a strong atmospheric demo; weak survival grind will underperform with horror viewers.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"neroZ77","https://www.letsplayindex.com/channels/3134378-neroz77","United States","Abiotic Factor; Barotrauma; Satisfactory","abyss_pressure_horror; facility_survival_systems; factory_engineering_systems","latest_letsplay; most_lp_views","4","161","abyss_horror_pressure","Abyssal horror, instruments, isolation, and hostile depth.","Your audience responds to horror/abyss tension. HECTON-8 should be pitched through instruments, sound, pressure, and black-water dread rather than creature spam or jump scares.","Needs a strong atmospheric demo; weak survival grind will underperform with horror viewers.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
