"channel_name","channel_profile_url","country_candidates","source_games","source_segments","surfaces_seen","raw_occurrences","max_public_metric_seen","recommended_segment","pitch_angle","personalized_pitch_stub","risk_notes","contact_route","verification_status","next_action"
"RoboKast","https://www.letsplayindex.com/channels/22036-robokast","United States","Satisfactory; Sons of the Forest; Subnautica; The Forest","direct_underwater_survival; factory_engineering_systems; hostile_survival","review_channels","4","516000","direct_underwater_survival","Underwater survival audience already proven.","Your channel has already touched Subnautica/underwater survival. HECTON-8 should be pitched through a distinct single-player pressure/salvage identity.","May compare directly to Subnautica; send only when screenshots clearly differentiate NASA-punk machinery and black-water pressure.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"GregBroDudeMan","https://www.letsplayindex.com/channels/198453-gregbrodudeman","United States","Raft; Subnautica; Subnautica Below Zero; The Forest","direct_underwater_survival; hostile_survival; ocean_survival_crafting","most_lp_views; review_channels","4","488000","direct_underwater_survival","Underwater survival audience already proven.","Your channel has already touched Subnautica/underwater survival. HECTON-8 should be pitched through a distinct single-player pressure/salvage identity.","May compare directly to Subnautica; send only when screenshots clearly differentiate NASA-punk machinery and black-water pressure.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"ABC Gamer","https://www.letsplayindex.com/channels/18872-abc-gamer","Australia","Space Engineers; Subnautica Below Zero; The Forest; The Long Dark","direct_underwater_survival; engineering_base_systems; hardcore_survival; hostile_survival","review_channels","4","412000","direct_underwater_survival","Underwater survival audience already proven.","Your channel has already touched Subnautica/underwater survival. HECTON-8 should be pitched through a distinct single-player pressure/salvage identity.","May compare directly to Subnautica; send only when screenshots clearly differentiate NASA-punk machinery and black-water pressure.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"PC Games","https://www.letsplayindex.com/channels/28301-pc-games","Germany","Pacific Drive; Sons of the Forest; Subnautica; Subnautica Below Zero","direct_underwater_survival; hostile_survival; machine_survival_anomaly","review_channels","4","269000","direct_underwater_survival","Underwater survival audience already proven.","Your channel has already touched Subnautica/underwater survival. HECTON-8 should be pitched through a distinct single-player pressure/salvage identity.","May compare directly to Subnautica; send only when screenshots clearly differentiate NASA-punk machinery and black-water pressure.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"TotalXclipse","https://www.letsplayindex.com/channels/134271-totalxclipse","United Kingdom","Satisfactory; Sons of the Forest","factory_engineering_systems; hostile_survival","latest_letsplay; most_lp_views; review_channels","4","218000","engineering_base_systems","Machines, habitats, resource routing, and survival infrastructure.","Your audience values systems and construction. HECTON-8 should be pitched as habitat/base survival where pumps, oxygen, power, salvage, and pressure-rated machinery visibly matter.","Do not pitch before base/tool systems are visible; engineering audiences punish decorative fake systems.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"BaerTaffy","https://www.letsplayindex.com/channels/32842-baertaffy","United States","Pacific Drive; Subnautica; The Long Dark","direct_underwater_survival; hardcore_survival; machine_survival_anomaly","latest_letsplay; most_lp_views","4","153000","direct_underwater_survival","Underwater survival audience already proven.","Your channel has already touched Subnautica/underwater survival. HECTON-8 should be pitched through a distinct single-player pressure/salvage identity.","May compare directly to Subnautica; send only when screenshots clearly differentiate NASA-punk machinery and black-water pressure.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"Skycaptin5","https://www.letsplayindex.com/channels/20103-skycaptin5","UNKNOWN","Sons of the Forest; Space Engineers; Subnautica; Subnautica Below Zero","direct_underwater_survival; engineering_base_systems; hostile_survival","review_channels","4","134000","direct_underwater_survival","Underwater survival audience already proven.","Your channel has already touched Subnautica/underwater survival. HECTON-8 should be pitched through a distinct single-player pressure/salvage identity.","May compare directly to Subnautica; send only when screenshots clearly differentiate NASA-punk machinery and black-water pressure.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"ButchX3","https://www.letsplayindex.com/channels/1838560-butchx3","United Kingdom","Raft; Subnautica Below Zero","direct_underwater_survival; ocean_survival_crafting","latest_letsplay; most_lp_views","4","120000","direct_underwater_survival","Underwater survival audience already proven.","Your channel has already touched Subnautica/underwater survival. HECTON-8 should be pitched through a distinct single-player pressure/salvage identity.","May compare directly to Subnautica; send only when screenshots clearly differentiate NASA-punk machinery and black-water pressure.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"Welonz","https://www.letsplayindex.com/channels/13672-welonz","Canada","Pacific Drive; Subnautica; Subnautica Below Zero","direct_underwater_survival; machine_survival_anomaly","latest_letsplay; most_lp_views","4","108000","direct_underwater_survival","Underwater survival audience already proven.","Your channel has already touched Subnautica/underwater survival. HECTON-8 should be pitched through a distinct single-player pressure/salvage identity.","May compare directly to Subnautica; send only when screenshots clearly differentiate NASA-punk machinery and black-water pressure.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"THIS IS SPARTY","https://www.letsplayindex.com/channels/164983-this-is-sparty","Kazakhstan","Subnautica; Subnautica Below Zero","direct_underwater_survival","latest_letsplay; most_lp_views","4","79500","direct_underwater_survival","Underwater survival audience already proven.","Your channel has already touched Subnautica/underwater survival. HECTON-8 should be pitched through a distinct single-player pressure/salvage identity.","May compare directly to Subnautica; send only when screenshots clearly differentiate NASA-punk machinery and black-water pressure.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"Accurize2 | Survival Gaming Channel","https://www.letsplayindex.com/channels/69190-accurize2-survival-gaming-channel","United States","Subnautica; The Forest; The Long Dark","direct_underwater_survival; hardcore_survival; hostile_survival","most_lp_views; review_channels","4","78100","direct_underwater_survival","Underwater survival audience already proven.","Your channel has already touched Subnautica/underwater survival. HECTON-8 should be pitched through a distinct single-player pressure/salvage identity.","May compare directly to Subnautica; send only when screenshots clearly differentiate NASA-punk machinery and black-water pressure.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"Kanzalone","https://www.letsplayindex.com/channels/217356-kanzalone","United States","Pacific Drive; The Long Dark","hardcore_survival; machine_survival_anomaly","latest_letsplay; most_lp_views","4","71500","survival_route_risk","Expedition risk, resource pressure, return planning, and fair failure.","Your audience watches survival decisions. HECTON-8 should be pitched through routes, scarcity, oxygen, pressure warnings, salvage risk, and the decision to return before the ocean wins.","Avoid lore-first pitch; survival viewers need the playable loop fast.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"ClosetYeti","https://www.letsplayindex.com/channels/13638-closetyeti","United States","Satisfactory; Space Engineers; Subnautica Below Zero","direct_underwater_survival; engineering_base_systems; factory_engineering_systems","latest_letsplay; most_lp_views","4","65500","direct_underwater_survival","Underwater survival audience already proven.","Your channel has already touched Subnautica/underwater survival. HECTON-8 should be pitched through a distinct single-player pressure/salvage identity.","May compare directly to Subnautica; send only when screenshots clearly differentiate NASA-punk machinery and black-water pressure.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"Sips - Live!","https://www.letsplayindex.com/channels/19108-sips-live","United Kingdom","Satisfactory; Subnautica; Subnautica Below Zero; The Forest","direct_underwater_survival; factory_engineering_systems; hostile_survival","most_lp_views","4","64401","direct_underwater_survival","Underwater survival audience already proven.","Your channel has already touched Subnautica/underwater survival. HECTON-8 should be pitched through a distinct single-player pressure/salvage identity.","May compare directly to Subnautica; send only when screenshots clearly differentiate NASA-punk machinery and black-water pressure.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
