Name,Type,RA,Dec,Dist,AbsMagn,Radius,Quat.w,Quat.x,Quat.y,Quat.z
NGC 669/UGC 1248/MCG 6-5-4/ZWG 522.4,Sb,1.78780011,35.5631006,103323519,-21.77,46602.8945,0.732919,0.382535,0.22649,0.514975
NGC 710/UGC 1349/MCG 6-5-33/ZWG 522.41,Sc,1.88169996,36.0532996,80022076.5,-20.32,15130.6104,0.834763,0.505375,0.217588,-0.0205531
NGC 819/UGC 1632/ZWG 504.17/KUG 205+289,S0,2.14279998,29.2347003,86460631.9,-20.38,7545.37646,0.721302,0.65676,0.0160526,0.219391
NGC 791/UGC 1511/MCG 1-6-31/ZWG 413.28,E0,2.02889998,8.49970038,109179541,-20.89,25404.709,0.587819,0.765236,-0.159881,-0.208138
IC 152/ZWG 437.16,Irr,1.7336001,13.0743999,108075788,-19.47,6288.32471,0.763763,-0.0693439,0.6288,-0.128331
IC 103/UGC 963/MCG0-4-117/ZWG 385.107,S0,1.41000006,2.04470002,130181506,-20.57,17040.7168,0.729653,0.0424047,0.647523,-0.21569
IC 105/ZWG 385.109,S0,1.41280001,2.07499994,132542309,-20.11,13493.3779,0.681932,0.61033,0.382017,0.128561
IC 109/UGC 980/MCG0-4-128/ZWG 385.117,S0,1.42000002,2.06750004,131837138,-21,21093.9414,0.678336,0.319754,0.606928,-0.263166
IC 123/MCG0-4-161/ZWG 385.157/ARAK 49,S0,1.48079998,2.4469,121259508,-20.32,7054.81982,0.66824,0.673832,0.313763,0.0309471
IC 172/MCG0-5-49/ZWG 386.56/ARAK 63,S0,1.915,0.811700017,107861172,-20.26,6276.06104,0.74333,0.348002,0.528179,-0.217672
IC 175/ZWG 387.3,E0,1.93829996,1.33249997,122056659,-20.13,7100.80957,0.540549,0.802989,-0.14015,-0.208265
IC 121/UGC 1053/MCG0-4-159/ZWG 385.154,Sc,1.47249998,2.51280007,119143977,-20.98,15596.6396,0.757504,0.158409,0.615436,-0.149445
IC 1697/UGC 976/MCG0-4-125/ZWG 385.116,S0,1.41719997,0.444999998,114698307,-20.7,15014.1035,0.715215,0.190258,0.633056,-0.226956
NGC 766/UGC 1458/MCG 1-6-19/ZWG 413.19,E0,1.97829998,8.34719995,106941380,-21.25,31119.6953,0.587859,0.767359,-0.155719,-0.203309
NGC 810-1/UGC 1583/MCG 2-6-26/ZWG 438.24,E0,2.09109996,13.2510993,103998041,-20.18,25714.373,0.655293,0.694791,0.0169502,-0.29592
NGC 810-2,E0,2.09140005,13.2510999,103998037,-18.58,3025.20239,0.595396,0.409528,0.517194,-0.458586
IC 198/UGC 1592/MCG 1-6-40/ZWG 413.40,S0,2.10080007,9.29610038,108535689,-20.48,17362.6445,0.752276,0.567717,0.312417,0.119054
IC 1755/UGC 1428/MCG 2-6-5/ZWG 438.7,Sa,1.95250001,14.5497001,104580576,-20.3,21293.2305,0.777144,-0.350908,0.516439,-0.0787519
IC 1775/MCG 2-6-23,SBc,2.08810008,13.5055997,105531028,-18.82,10743.1934,0.622301,0.743324,-0.162287,-0.184046
IC 238/UGC 2070/MCG 2-7-16/ZWG 439.18,S0,2.58939995,12.8383004,78857002.7,-20.58,13763.1836,0.734332,0.628256,0.19651,0.165637
IC 1842/ZWG 440.3/KARA 117,S0,2.75640007,11.4588995,86491293.3,-19.18,13836.7676,0.69271,0.62563,0.210218,0.290771
IC 1847/ZWG 440.10/NPM1G +14.92,S0,2.7981001,14.5056001,87012509.2,-19.3,5061.93262,0.764951,-0.0524253,0.596183,-0.238051
NGC 768/UGC 1457/MCG0-6-16/ZWG 387.18,Sc,1.97779989,0.528899986,91519502,-20.71,22626.9316,0.665991,0.656271,0.312006,0.168575
NGC 831/ZWG 413.49/KUG 206+58,S0,2.15940004,6.09670036,97804756.8,-19.65,5690.4585,0.769418,0.236165,0.548917,-0.225638
IC 1761/ZWG 387.19/NPM1G +.79/KCPG 49B,Sa,1.98109999,0.568899967,91090266,-19.5,11923.5957,0.718265,0.59196,0.359877,0.0645513
NGC 867/NGC 875/UGC 1760/MCG0-6-60,Sa,2.28439997,1.24469996,84345108.6,-20.63,14722.835,0.676699,0.283207,0.551358,-0.397338
NGC 975/UGC 2030/MCG 1-7-9/ZWG 414.17,Sa,2.55610001,9.60189951,80236695.8,-20.42,12837.2578,0.596317,0.796786,-0.00412961,0.097575
NGC 993/NGC 994/UGC 2095/MCG0-7-52,S0,2.61279999,2.0502999,92377976.6,-20.13,12089.1592,0.714525,0.216471,0.540919,-0.3873
NGC 997/UGC 2102/MCG 1-7-16/ZWG 414.27,E0,2.62060001,7.30610038,88453517.6,-20.33,14152.5635,0.565866,0.752757,-0.202128,-0.268882
NGC 998/MCG 1-7-15/ZWG 414.28,S0,2.62109993,7.33579989,80727249.6,-18.93,9391.09668,0.625629,-0.390731,0.598454,-0.312682
NGC 1004/UGC 2112/MCG0-7-57/ZWG 388.68,E0,2.62809994,1.97560003,85356880.9,-20.86,17381.0391,-0.525275,-0.266033,-0.569152,0.573915
NGC 1008/UGC 2114/MCG0-7-60/ZWG 388.70,E0,2.63190001,2.08029989,86920532.2,-19.8,10111.6016,0.584273,0.451362,0.397462,-0.544905
NGC 1009/UGC 2129/MCG0-7-65/ZWG 388.77,Sb,2.63829995,2.30999988,76496199.4,-19.12,15575.1777,0.89992,-0.0918001,0.425762,-0.0210525
NGC 1021/ZWG 388.84,Sc,2.64640004,2.21720004,78734363.4,-19.38,8017.5376,0.669459,-0.234096,0.606588,-0.359271
NGC 1038/UGC 2158/MCG0-7-76/ZWG 388.90,Sa,2.66829994,1.5093999,82474860.1,-20.18,14394.7754,0.814052,0.439928,0.367032,0.0952406
NGC 1044/MCG 1-7-23/ZWG 414.38/NPM1G +8.88,S0,2.68499995,8.73860007,84590386.3,-20.24,6150.35547,0.577651,0.750996,-0.198323,-0.250983
NGC 1046/MCG 1-7-24/ZWG 414.39/NPM1G +8.90,S0,2.68670007,8.72000012,80941869.9,-19.74,4709.34521,0.577511,0.751007,-0.198422,-0.251193
NGC 1085/UGC 2241/MCG0-8-10/ZWG 389.8,Sc,2.77360005,3.60780008,89741231.5,-21.56,23494.6035,0.638153,0.764417,0.0912308,0.010226
NGC 1095/UGC 2264/MCG 1-8-1/ZWG 415.8,SBc,2.79360003,4.6381,83946529.2,-20.52,15869.5117,0.763828,0.591478,0.258101,-0.010228
NGC 1101/UGC 2278/MCG 1-8-3/ZWG 415.11,S0,2.8039,4.57860008,81800341.4,-20.56,15467.8682,0.778355,0.0860967,0.541652,-0.305556
IC 218/MCG0-6-61/ZWG 387.66/KCPG 62B,Sc,2.28529999,1.28250007,87717681.9,-19.01,10203.5811,0.838619,0.294683,0.444532,0.110777
IC 231/UGC 1978/MCG0-7-25/ZWG 388.26,S0,2.49889993,1.1794,92102037.2,-20.12,13395.2656,-0.615679,0.196902,-0.646004,0.406014
IC 232/UGC 1994/MCG0-7-28/ZWG 388.30,E0,2.51969992,1.26609999,83609270.9,-20.41,15808.1924,-0.380484,0.000634875,-0.738608,0.556498
IC 237/MCG0-7-42/ZWG 388.50,S0,2.55859995,1.13970002,85234241.6,-18.95,6199.41113,0.530534,0.791314,-0.169687,-0.252115
IC 241/UGC 2115/MCG0-7-58/ZWG 388.71,S0,2.63169992,2.3278,91519499.3,-20.41,14643.1201,0.734651,-0.178657,0.57504,-0.312567
IC 244/MCG0-7-74/ZWG 388.88/KUG 236+25,Sc,2.65669996,2.72749988,92132695.1,-19.32,9378.83203,0.585608,0.791338,0.10898,0.137733
IC 246/MCG0-7-78/ZWG 388.93/NPM1G +2.86,S0,2.67439996,2.47919992,90507730.3,-19.48,10531.6406,0.801262,0.471311,0.358873,-0.0839922
IC 1819/ZWG 414.23/KARA 110/NPM1G +3.90,S0,2.59469991,4.05219992,86859211.4,-19.99,20214.0059,0.726188,0.60312,0.282382,0.170756
IC 1827/UGC 2152/MCG0-7-75/ZWG 388.89,Sa,2.66279998,1.55829995,77538632.4,-19.85,12404.9551,0.84786,-0.319398,0.401103,-0.135039
IC 1843/UGC 2228/MCG0-8-4/ZWG 389.4,SBb,2.75670001,2.88060015,89771889.3,-20.67,14361.0498,0.813779,0.43648,0.368054,-0.108555
IC 1698/UGC 983/MCG 2-4-40/ZWG 436.45,S0,1.42280008,14.8383003,85663476.2,-20.16,16197.5713,0.795066,-0.067499,0.602698,0.00829974
IC 1706-1/ZWG 436.57,E0,1.45830009,14.8192011,87595042.8,-18.71,3823.27686,0.640109,0.744482,-0.123714,-0.143879
IC 1706-2,E0,1.45859994,14.8193991,87595048.1,-18.71,3823.27686,0.640116,0.744474,-0.123728,-0.143878
NGC 671/UGC 1247/MCG 2-5-29/ZWG 437.27,S0,1.78310003,13.1253005,70670834.9,-20.05,15421.8789,0.779385,0.41504,0.401782,0.242635
NGC 675/UGC 1273/MCG 2-5-41/ZWG 437.37,S0,1.81890001,13.0596995,72633064,-19,10562.3008,0.831115,0.12793,0.539947,0.0365871
IC 91/NPM1G +2.52,S0,1.31080001,2.55419985,95781213.6,-18.41,6965.90625,0.73486,0.440064,0.494903,0.14627
IC 1772/MCG 1-6-33,E0,2.04499994,7.74560033,88422859.7,-20.13,9004.7832,0.582445,0.768644,-0.159739,-0.210778
NGC 664/UGC 1210/MCG 1-5-29/ZWG 412.23,Sb,1.72919998,4.2225001,70149618.2,-20.53,11224.5527,0.720961,0.525793,0.428043,-0.143303
NGC 665/UGC 1223/MCG 2-5-19/ZWG 437.19,S0,1.7489,10.4230999,70088298.8,-21.03,24463.4531,0.731307,0.0337262,0.649006,-0.206987
NGC 673/UGC 1259/MCG 2-5-33/ZWG 437.30,Sc,1.80609996,11.5213998,68187392,-20.97,20830.2676,0.612612,0.780709,0.0142251,0.122469
NGC 683/UGC 1288/MCG 2-5-47/ZWG 437.43,S0,1.82940001,11.7019001,68034092.6,-19.56,9893.91699,0.61573,0.758811,-0.137939,-0.16142
NGC 741/IC 1751/UGC 1413/MCG 1-6-3,E0,1.93890006,5.62859997,69260485.7,-21.9,30215.2324,0.55627,0.463026,0.485373,-0.490494
NGC 742/MCG 1-6-4/ZWG 413.9/VV 175,S0,1.94000012,5.62579986,70088300.3,-18.93,3058.62158,0.573332,0.787558,-0.135105,-0.181078
IC 150/UGC 1202/MCG 1-5-26/ZWG 412.20,Sb,1.71580001,4.19919995,72173166.3,-19.39,10494.8496,0.72859,-0.135138,0.625687,-0.243741
IC 154/UGC 1229/MCG 2-5-23/ZWG 437.21,Sb,1.75439996,10.6497003,75453765.3,-19.79,16461.2461,0.794079,0.295437,0.449201,0.283504
IC 161/UGC 1266/MCG 2-5-36/ZWG 437.33,S0,1.81189997,10.5083001,72633062.8,-19.61,8452.90625,0.767665,0.478599,0.422031,-0.0593554
IC 174/UGC 1409/MCG 1-6-8/ZWG 413.4,S0,1.93779995,3.76249999,70885452.8,-19.85,13401.3984,0.786536,0.215194,0.557486,-0.155762
IC 194/UGC 1542/MCG0-6-26/ZWG 387.30,Sb,2.05139988,2.6138999,83609273,-19.31,18236.4492,0.564758,0.660768,0.300842,0.392338
IC 197/UGC 1564/MCG0-6-27/ZWG 387.31,SBc,2.06780012,2.78670006,82842775.3,-20.19,12046.2354,0.762519,0.509653,0.393037,0.065881
IC 1723/UGC 1205/MCG 1-5-28/ZWG 412.22,Sb,1.72059996,8.88890033,71590631,-20.37,34369.6328,0.662781,0.557671,0.337628,0.368418
IC 1726/ZWG 412.25/UM 135/NPM1G +4.57,E0,1.75530006,4.61920001,71192051.8,-19.66,3105.83765,0.594932,0.75014,0.0439633,-0.285329
IC 1746/UGC 1371/MCG 1-5-43/ZWG 412.42,S0,1.90669993,4.80360002,71897227,-19.38,14640.0537,0.832049,0.194336,0.519181,0.0194647
IC 1749/UGC 1407/MCG 1-6-1/ZWG 413.3,S0,1.93639998,6.74560003,65979887.5,-19.5,8636.86523,-0.624614,0.101373,-0.691639,0.348161
IC 1750/UGC 1412/ZWG 413.7,Sa,1.93829999,4.07640003,77630613.5,-18.95,10163.7236,0.790806,0.355503,0.447263,0.219546
IC 1754/UGC 1424/ZWG 413.11/NPM1G +3.67,E0,1.94690001,4.0261002,70210937.5,-19.03,8167.77051,0.559128,0.789827,-0.145632,-0.205766
NGC 280/UGC 534/MCG 4-3-13/ZWG 480.17,SBa,0.875000002,24.3507993,122363260,-21.14,30252.0234,0.742307,0.187675,0.642594,0.0288381
NGC 22/UGC 86/MCG 5-1-39/ZWG 499.55,Sb,0.163300002,27.8328007,109087562,-20.59,20627.9121,-0.386123,0.164568,-0.875726,0.238603
NGC 80/UGC 203/MCG 4-2-4/ZWG 479.6,S0,0.352799995,22.3578005,103630121,-21.88,24116.998,0.699879,0.713855,-0.0224678,-0.00869968
NGC 83/UGC 206/MCG 4-2-5/ZWG 479.8,E0,0.356099996,22.4342008,103630118,-21.48,22611.6016,0.700151,0.712474,-0.0326309,-0.0332286
NGC 93/UGC 209/MCG 4-2-12/ZWG 479.15,Sb,0.367499988,22.4088999,105531029,-20.72,21489.4531,0.714076,0.386127,0.472043,0.343769
NGC 282/MCG 5-3-15/ZWG 501.30,E0,0.878299988,30.6388991,90906307.5,-20.09,13223.5713,0.721451,0.580444,0.321393,-0.198241
IC 1659/UGC 812/MCG 5-4-8/ZWG 502.17,E0,1.26830006,30.3483006,93727002.7,-20.66,16360.0684,0.754168,0.635276,0.0409426,-0.161179
IC 1672/UGC 872/MCG 5-4-24/ZWG 502.36,Sb,1.34389997,29.6988995,93144467.9,-20.95,17614.0547,-0.614443,0.0749156,-0.772071,0.144059
NGC 393/UGC 707/MCG 6-3-15/ZWG 520.18,S0,1.14330005,39.6438993,83639930.4,-21.21,20683.0996,0.817234,0.515705,0.184223,0.179553
NGC 425/UGC 758/MCG 6-3-23/ZWG 520.26,S0,1.21719997,38.7692008,83210695.8,-21,12101.4229,0.827714,0.407607,0.360872,0.13608
NGC 495/UGC 920/MCG 5-4-35/ZWG 502.58,SBa,1.38219997,33.4707985,87104490.1,-20.8,15201.1279,-0.493619,0.321972,-0.791443,0.16215
NGC 498/MCG 5-4-37/NPM1G +33.43,S0,1.38640002,33.4899996,83670592.7,-19.31,6085.97021,0.754843,0.63619,-0.130956,-0.0912422
IC 1647/MCG 6-3-24/ZWG 520.27,Sc,1.22060001,38.8852992,84835661.9,-18.94,8636.86523,0.78334,0.383533,0.27369,0.405431
NGC 228/UGC 458/MCG 4-2-48/ZWG 479.62,SBb,0.714999967,23.5033002,95535936.3,-20.2,16672.7988,-0.536601,-0.143193,-0.798158,0.233449
NGC 229/MCG 4-2-49/ZWG 479.64,S0,0.717799971,23.5094009,99828304.8,-20,14520.4805,0.75498,0.085214,0.635023,0.139606
IC 1583/MCG 4-3-1/ZWG 480.4/ARAK 13,S0,0.786100017,23.0744008,98632571.4,-19.27,7171.32715,0.699079,0.585128,0.253624,0.323402
IC 1585/MCG 4-3-2/ZWG 480.5/NPM1G +22.34,E0,0.787200043,23.0542002,99828303.7,-19.4,11616.998,-0.489304,-0.383998,-0.704798,0.341155
NGC 318/ZWG 501.54/NPM1G +30.32,S0,0.968099999,30.426101,72234487.5,-18.89,5252.02344,0.703769,0.597063,0.133852,0.360983
NGC 373,E0,1.11609999,32.3089001,75085845,-18.48,4369.02148,0.751582,0.643371,-0.110587,-0.0947062
NGC 375/Arp 331/NPM1G +32.44,E2,1.11809997,32.3485997,78182488.4,-18.97,5684.32666,0.751764,0.643102,-0.110847,-0.0947845
NGC 382/UGC 688/MCG 5-3-52/ZWG 501.86,E0,1.12309994,32.4032982,76250920,-20.21,7763.06104,0.752,0.642686,-0.111362,-0.0951278
NGC 386/MCG 5-3-57/ZWG 501.88/ARAK 27,E3,1.12530002,32.362499,71958548.6,-18.79,4185.0625,0.760456,0.637526,-0.0369895,-0.117896
NGC 407/UGC 730/MCG 5-3-77/ZWG 501.115,Sa,1.17669993,33.1252988,72755703,-19.91,19048.9336,0.576842,0.562438,0.111458,0.581802
NGC 447/IC 1656/UGC 804/MCG 5-4-6,SBa,1.26029996,33.0663983,72633063.8,-19.8,23237.0625,0.754535,0.640436,-0.117999,-0.0812125
NGC 452/UGC 820/MCG 5-4-10/ZWG 502.20,SBb,1.27080003,31.0333007,70486878.5,-19.94,25634.6582,0.760362,0.375605,0.328535,0.415736
NGC 472/UGC 870/MCG 5-4-22/ZWG 502.34,Sa,1.34110003,32.708301,72234485.8,-20.29,13655.874,-0.672716,-0.0866838,-0.726669,0.109048
NGC 496/UGC 927/MCG 5-4-36/ZWG 502.60,Sc,1.38640004,33.5281007,78305127.6,-20.27,18221.1191,0.770066,0.511294,0.203708,0.322614
NGC 499/IC 1686/UGC 926/MCG 5-4-38,S0,1.38639996,33.4596997,75392444.3,-21.19,18641.1582,0.79951,0.262367,0.538503,0.0442932
NGC 503/MCG 5-4-40/ZWG 502.65/NPM1G +33.45,S0,1.39109996,33.3321999,77906548,-19.36,10197.4492,0.79143,0.558929,0.169344,0.180442
NGC 507/UGC 938/MCG 5-4-44/ZWG 502.67,S0,1.39440001,33.2567009,75392443.8,-22.09,27412.9258,0.753387,0.63767,-0.131472,-0.092203
NGC 508/UGC 939/MCG 5-4-45/ZWG 502.68,E0,1.39440006,33.280301,71774589.7,-20.18,11482.0947,0.752446,0.633139,-0.138904,-0.116897
NGC 513/UGC 953/MCG 6-4-16/ZWG 521.20,Sc,1.40720005,33.7989001,77538631.8,-20.85,10151.459,0.820848,0.277967,0.480542,0.134249
NGC 566/UGC 1058/MCG 5-4-62/ZWG 502.92,S0,1.48389999,32.3321987,73491539.2,-19.83,17102.0352,-0.57478,0.531411,-0.613081,0.106597
IC 1636/ZWG 501.125/ZWG 502.1/NPM1G +33.35,S0,1.19360008,33.355001,77507970.7,-19.25,3381.77588,0.786867,0.184792,0.581725,0.0910424
IC 1648/ZWG 501.131/ZWG 502.7/NPM1G +32.53,S0,1.22830003,33.2181014,75085847.1,-19.08,4369.02148,-0.644145,0.0424457,-0.758931,0.085436
IC 1668/ZWG 502.24/KUG 116+329,S0,1.31470001,33.1721993,78059848.2,-18.46,3406.30371,0.754279,0.63913,-0.123475,-0.0856149
IC 1669/ZWG 502.32,S0,1.33500004,33.1838995,74319353.4,-18.75,10807.5791,0.591913,0.541252,0.131521,0.58257
IC 1676/ZWG 502.41/NPM1G +29.51,S0,1.3494,30.2599995,78335786.4,-19.07,5696.59082,0.709259,0.670691,-0.0164062,0.216464
IC 1677/MCG 5-4-25/ZWG 502.42/VV 600,S0,1.35189997,33.2156003,70210941,-19.23,9191.80762,0.741889,-0.0528906,0.667284,0.0391906
IC 1679/MCG 5-4-27/ZWG 502.48,S0,1.36220002,33.4928002,72234487.9,-18.59,5252.02344,0.817923,0.4401,0.356859,0.0998327
IC 1692/ZWG 502.76,E0,1.41080003,33.2352981,75208486.9,-18.78,4375.15332,-0.422482,-0.167092,-0.836879,0.305324
NGC 2/UGC 59/MCG 4-1-26/ZWG 477.55,Sb,0.121399993,27.6785989,99736329.2,-19.99,14505.1504,-0.643431,-0.0401618,-0.764351,-0.0122639
NGC 70/IC 1539/UGC 174/MCG 5-1-67,Sc,0.306099997,30.0788993,93604366.7,-20.66,21783.7871,0.719789,0.648376,0.0591089,0.240869
NGC 72/UGC 176/MCG 5-1-69/ZWG 499.109,SBb,0.307800012,30.0406016,94708116.4,-20.28,15152.0723,0.735149,0.6,0.190907,0.251218
NGC 74/MCG 5-1-71,Sb,0.313600008,30.0614006,96179788.2,-18.82,11193.8926,-0.642831,0.188749,-0.74218,-0.0176432
NGC 76/UGC 185/MCG 5-1-72/ZWG 499.111,E0,0.326899985,29.9341984,96609028.7,-20.92,14051.3857,0.650435,0.553893,0.482701,-0.192709
NGC 112/UGC 255/MCG 5-2-13/ZWG 500.21,Sc,0.446699983,31.7027985,86062057.8,-20.17,12515.3301,-0.70194,-0.000631597,-0.70551,-0.0976506
IC 1550/MCG 6-2-2/ZWG 519.8,S0,0.407499999,38.1853016,80359332.9,-19.42,10519.377,-0.441124,0.251855,-0.852314,0.124657
NGC 15/UGC 82/MCG 3-1-27/ZWG 456.35,Sa,0.150600002,21.6249995,81892322.2,-19.77,11911.332,0.685826,0.527292,0.374206,0.33403
NGC 27/UGC 96/MCG 5-1-44/ZWG 499.63,Sb,0.175599996,28.9968984,92899192.9,-20.34,16212.9014,-0.665105,0.0799308,-0.739511,-0.0661003
NGC 41/MCG 4-1-39/ZWG 478.42/KUG 10+217,Sc,0.213299986,22.0239001,84835665.3,-20.04,9869.38965,-0.611094,-0.0120843,-0.786562,0.0879689
NGC 42/UGC 118/MCG 4-1-41/ZWG 478.43,S0,0.215599997,22.1008004,81371107.2,-19.25,13018.1504,-0.653599,-0.0265889,-0.756132,0.0191108
NGC 67/MCG 5-1-64/ZWG 499.104/ARAK 4,E0,0.303899998,30.0632989,89158695.1,-18.95,3890.72852,0.689752,0.594446,0.381719,-0.158641
NGC 69/MCG 5-1-66/ZWG 499.105/ARAK 5,S0,0.305600003,30.0405987,87932302.8,-18.92,6395.63428,0.732839,0.470284,0.352249,0.343075
NGC 71/UGC 173/MCG 5-1-68/ZWG 499.107,S0,0.306399994,30.0630983,87411087.9,-20.41,15256.3154,-0.561831,0.000444197,-0.820843,0.102772
NGC 72A/MCG 5-1-70/ZWG 499.110/ARAK 6,E3,0.309400003,30.0361,88637479.4,-19.04,3869.2666,0.74601,0.664701,-0.0302422,-0.0269765
NGC 81/NPM1G +22.16,S0,0.353600011,22.3833002,83210693.9,-18.1,2420.28442,0.726163,0.201796,0.640063,0.149284
NGC 86/MCG 4-2-9/ZWG 479.11,S0,0.357800002,22.5563993,94278881.7,-19.17,9596.5166,0.616481,0.572493,0.245763,0.481459
NGC 96/MCG 4-2-14,S0,0.371400001,22.546701,84007847.1,-19.02,7330.75781,0.700987,0.712685,-0.0242713,-0.0104083
IC 1541/ZWG 478.55/NPM1G +21.9,S0,0.333900001,22.0005998,80757911.5,-19.24,7048.68799,0.665616,0.438066,0.397996,0.454591
IC 1542/MCG 4-2-1/ZWG 479.1,S0,0.344700006,22.5928011,95903849.6,-19.91,9765.14551,0.71027,0.326211,0.620164,0.0670801
IC 1546/NGC 85B/MCG 4-2-8/ZWG 479.10,Sc,0.358099991,22.506398,87901646.3,-19.12,11506.6221,-0.672043,0.155654,-0.723921,0.00824705
IC 1552/UGC 297/MCG 3-2-15/ZWG 457.18,Sc,0.495300031,21.4764006,94278880.1,-19.47,12340.5693,0.713605,-0.194505,0.671215,0.0490503
NGC 5/UGC 62/MCG 6-1-13/ZWG 517.17,E0,0.129999999,35.3627985,68187392.6,-19.37,11902.1338,-0.431112,-0.334505,-0.80512,0.232446
NGC 67A/Arp 113/VV 166,E5,0.303299985,30.0552984,83885210.7,-18.92,4881.04004,-0.50848,-0.417689,-0.707864,0.256735
NGC 68/UGC 170/MCG 5-1-65/ZWG 499.106,S0,0.304999996,30.0725014,74932549.2,-20.17,13079.4697,0.728415,0.654911,0.0442094,0.196338
NGC 94-1/ZWG 479.17,S0,0.370300006,22.4833,79071622.6,-18.89,4598.96973,0.688642,0.501612,0.364323,0.376067
NGC 94-2/NPM1G +22.20,S0,0.370300005,22.4738995,79071621.7,-17.99,4598.96973,-0.562069,0.217214,-0.780587,0.166073
NGC 140/UGC 311/MCG 5-2-21/ZWG 500.38,Sc,0.522200001,30.7919003,83639928.7,-20.61,18248.7129,0.764112,0.442989,0.44916,0.13472
NGC 149/UGC 332/MCG 5-2-24/ZWG 500.44,S0,0.563900008,30.7235997,65949225.1,-19.3,11509.6885,-0.519843,0.247439,-0.805186,0.142171
NGC 181/MCG 5-2-32/ZWG 500.55,S0,0.639700026,29.4733,71376010.3,-18.47,7266.37256,-0.637707,0.322009,-0.699089,0.0302481
NGC 183/UGC 387/MCG 5-2-35/ZWG 500.57,E0,0.641400005,29.5117002,68095413.5,-20.57,16838.3613,-0.385183,-0.257472,-0.829958,0.310662
NGC 184/ZWG 500.59,S0,0.643100022,29.4475002,68003433.7,-18.56,6922.98242,0.601544,0.536421,0.18797,0.561305
NGC 233/UGC 464/MCG 5-2-41/ZWG 500.78,E0,0.726699995,30.5868992,70302918.8,-20.43,12266.9854,0.746414,0.658672,-0.0711951,-0.0628374
NGC 258/MCG 4-3-5/NPM1G +27.34,Sb,0.803300033,27.657801,65152071.2,-19.07,4740.00488,-0.674361,-0.161432,-0.716425,0.0768913
NGC 260/UGC 497/MCG 4-3-6/ZWG 480.9,Sc,0.809400029,27.6919001,66899679.7,-19.83,7784.52295,0.729403,0.678965,-0.0688102,-0.0473715
NGC 287/ZWG 501.33,Sa,0.891099999,32.4825004,75085845.6,-19.58,8734.97656,0.724473,0.513862,0.219089,0.403838
NGC 315/UGC 597/MCG 5-3-31/ZWG 501.52,E0,0.963599955,30.3519003,65857249,-21.89,28737.4297,0.734658,0.597801,0.258001,-0.190649
IC 46/ZWG 479.63/KARA 32/NPM1G +26.17,E0,0.715800028,27.2539008,67942114.3,-19.46,5929.60498,-0.588056,-0.471687,-0.595869,0.276842
IC 1540/UGC 186/MCG 4-1-50/ZWG 478.54,SBb,0.329999974,23.7724987,75177829,-19.48,9841.7959,0.677092,0.489466,0.351276,0.422582
IC 31/UGC 340/MCG 2-2-21/ZWG 434.23,Sa,0.57329998,12.2685996,125398581,-20.19,29178.9297,0.751458,0.0914329,0.616528,0.216436
IC 1526/ZWG 433.15/KUG 2358+110,Sc,0.0252999984,11.3467,123742952,-20.36,8998.65137,-0.578519,-0.0186006,-0.794834,0.182233
IC 1527/MCG 1-1-12/ZWG 408.12/NPM1G +3.632,Sb,0.0392000004,4.0903002,116844491,-19.94,22093.4512,-0.549281,0.0901209,-0.774943,0.299387
IC 5374/MCG 1-1-10/ZWG 408.8/KCPG 601A,Sc,0.0178000005,4.50000009,117212412,-20.04,11932.7939,0.58646,0.740473,0.278457,0.173859
IC 5375/MCG 1-1-9/ZWG 408.9/KCPG 601B,Sc,0.0178000003,4.54190004,119113318,-20.28,17325.8516,0.41199,0.57671,0.363338,0.604695
NGC 7811/MCG0-1-20/MK 543/ZWG 382.19,Irr,0.0406000003,3.35190021,99675002.4,-19.89,5800.83398,0.572805,0.819425,0.01066,0.0179705
NGC 7825/UGC 37/MCG 1-1-28/ZWG 408.28,SBb,0.0850000022,5.20309997,109578120,-20.8,15936.9639,-0.600456,0.0325427,-0.768148,0.219868
NGC 7840,S0,0.118899994,8.38469992,103292866,-19.07,6009.3208,-0.54352,-0.125709,-0.793299,0.243846
NGC 463/UGC 840/MCG 3-4-19/ZWG 459.25,Sa,1.31610002,16.3253006,85632815.7,-19.56,12457.0762,0.588699,0.671998,0.177457,0.412748
NGC 476/MCG 3-4-23/ZWG 459.33/NPM1G +15.50,S0,1.33859995,16.0205998,85632820.5,-19.26,6227.00537,0.714705,0.240976,0.637502,-0.157219
IC 107/IC 1700/UGC 986/MCG 2-4-41,E0,1.42329998,14.8646998,82689477.8,-20.69,12027.8389,0.662198,0.705416,0.0889614,-0.236577
IC 1704/UGC 1027/MCG 2-4-52/ZWG 436.54,Sc,1.45250005,14.7758005,82597498.1,-20.48,13217.4395,-0.532323,0.232368,-0.752382,0.310739
IC 1736/UGC 1309/MCG 3-5-20/ZWG 460.32,Sc,1.84809997,18.3025003,66777041.6,-19.22,10681.874,0.817549,-0.061546,0.572441,0.0117152
NGC 257/UGC 493/MCG 1-3-3/ZWG 410.6,Sc,0.80029997,8.29669998,81493746,-21.16,22522.6875,-0.680957,-0.214455,-0.685601,0.142331
IC 73/ZWG 410.29/UM 84,S0,1.08139995,4.7671998,85234244,-19.25,11157.1006,-0.597818,0.219243,-0.695815,0.332247
NGC 332/UGC 609/ZWG 410.21,E0,0.9803,7.11109959,71008097,-19.76,10329.2861,-0.187779,-0.0406838,-0.8439,0.500916
