# HECTON-8 SURVIVAL DATABASE FINAL
Date: 2026-04-23
Status: PENDING VERIFICATION

Mandates followed:
- DATA_Inventory_Resources_Items_SOA_Layout.txt
- CORE_Abyss_Survival_Systems_O2_Pressure_Logic.txt
- LOGI_Energy_Networks_Power_Grid_Graph_Flow.txt
- UI_Data_Streaming_ZeroGC_Optimization.txt
- UI_Localization_Babel_RTL_FontSwap_ZeroAlloc.txt

Project truths absorbed into this spec:
- Current item authoring owner is `ItemData` with `ItemCategory`, `ResourceFamily`, and `ProgressionTier Tier0..Tier3`.
- Current recipe authoring owner is `RecipeData` with fabrication groups `Materials / Components / Tools / Suit / Construction / Power`.
- Current runtime oxygen base is `SurvivalStats.oxygenConsumptionRate = 1.5` and depth pressure is `1 + depth * 0.1` in `HectonSurvivalSystem`.
- Current pressure damage begins after `safeDepth` and scales by `pressureScalePerMeter = 0.02`.
- Current module life-support anchors in `BaseModule` are `oxygenRefillRate = 15`, `breathableReserveCapacity = 120`, `airRecycleRate = 6`, `occupiedAirDrainRate = 9`, `staleAirThreshold = 0.25`, `staleAirSuitDrainRate = 3`.
- Current authored audio-log asset shells exist for `chen_m_datapad_01`, `captain_last_broadcast`, `biologist_samples`, `medic_diary`, and `atlas6_terminal_sector3` only.

[ANALYSIS]
Target:
- Exhaustive survival database for items, survival math, lore logs, logistics graph rules, and bilingual item localization seed keys.

Affected systems:
- ItemData authoring pipeline
- RecipeData and fabrication grouping
- HectonSurvivalSystem oxygen / temperature / integrity loops
- BaseModule dry-air reserve and stale-air behavior
- Narrative archive / AudioLogData / PDA stream surfaces
- Future construction power and oxygen graph nodes

Zero GC proof:
- This document is data/spec only. No runtime code changed.
- Narrative streaming schema is fixed-array oriented: numeric IDs, stable hashes, UTF-8 blob offsets, no per-open JSON parsing, no runtime string concatenation, no dynamic sorting in UI.
- Item localization registry is precomputed by stable keys and hashes so runtime can resolve table entries without generated keys.

State check:
- Progression tiers remain inside existing project limits `Tier0..Tier3`.
- Buildable rows are marked `RecipeData + Construction owner` to avoid pretending they are already direct `ItemData` loot assets.
- Existing registry/audio-log IDs are reused where they already exist; spec-only IDs are flagged as such in `RepoAnchor`.
- No claim of runtime fix. This is authored data only. Status remains `PENDING VERIFICATION` until user validates in editor/runtime.

Rule quote:
- "[REQ] Before any task, scan C:\hades\Hecton8\.agents-skills\ and load ONLY relevant mandates."
- "[RULE] Every technical report must include: REGRESSION MODEL (CPU/GC/memory/cadence/correctness) · HOT PATH IMPACT · FAILURE MODES · WHY KEPT/REJECTED."

======================================================================
1. AUTHORING CONVENTIONS
======================================================================

- Tier0 = bootstrap salvage / upper drydock / 0-120 m
- Tier1 = early colony stabilization / 120-600 m
- Tier2 = drowned factories / 600-2500 m
- Tier3 = abyssal and forbidden infrastructure / 2500-5000 m
- `Hash` = FNV-1a 32-bit of stable ID.
- `NameKey` / `DescKey` = initial localization seeds. Descriptions stay stubbed for later narrative expansion; names are fully seeded here for EN/RU.
- `EnergyDensity` is chemical or stored-energy potential in MJ/kg for economy balancing. Structural junk is explicitly zeroed.
- `ScavengeValue` is salvage desirability, not vendor price. It drives scan interest, fabrication urgency, and route choice.

Logical category split:
- RawResource: 40
- ProcessedMaterial: 30
- Component: 40
- Tool: 22
- Equipment: 13
- BuildableKit: 30
- Wreckage: 45
- Total: 220

======================================================================
2. ITEM MASTER TABLE
======================================================================

StableId|Hash|LogicalCategory|AuthoringTarget|ItemCategory|ResourceFamily|Tier|NameEN|NameRU|MassKg|VolumeL|EnergyDensityMJkg|BaseDurability|ScavengeValue|NameKey|DescKey
en|ITEM_COMP_POWERCOUPLER_NAME|0x0716EF0E|Power Coupler
ru|ITEM_COMP_POWERCOUPLER_NAME|0x0716EF0E|Силовая муфта
en|ITEM_COMP_PRECISIONLENS_NAME|0x8A73D4D3|Precision Lens
ru|ITEM_COMP_PRECISIONLENS_NAME|0x8A73D4D3|Прецизионная линза
en|ITEM_COMP_PRESSURESEAL_NAME|0xAEF8CA03|Pressure Seal
ru|ITEM_COMP_PRESSURESEAL_NAME|0xAEF8CA03|Герметизатор давления
en|ITEM_COMP_PUMPROTOR_NAME|0x91539BCD|Pump Rotor
ru|ITEM_COMP_PUMPROTOR_NAME|0x91539BCD|Ротор насоса
en|ITEM_COMP_REINFORCEDPLATE_NAME|0x71F37FA4|Reinforced Plate
ru|ITEM_COMP_REINFORCEDPLATE_NAME|0x71F37FA4|Усиленная пластина
en|ITEM_COMP_RELAYMATRIX_NAME|0x61915633|Relay Matrix
ru|ITEM_COMP_RELAYMATRIX_NAME|0x61915633|Релейная матрица
en|ITEM_COMP_SEALANTPACK_NAME|0xCB41418A|Sealant Pack
ru|ITEM_COMP_SEALANTPACK_NAME|0xCB41418A|Комплект герметика
en|ITEM_COMP_SENSORPACKAGE_NAME|0x2538A319|Sensor Package
ru|ITEM_COMP_SENSORPACKAGE_NAME|0x2538A319|Пакет сенсоров
en|ITEM_COMP_STABILIZERCOIL_NAME|0xA248E827|Stabilizer Coil
ru|ITEM_COMP_STABILIZERCOIL_NAME|0xA248E827|Катушка стабилизатора
en|ITEM_COMP_STRUCTURALBRACKET_NAME|0x61C5FD14|Structural Bracket
ru|ITEM_COMP_STRUCTURALBRACKET_NAME|0x61C5FD14|Несущий кронштейн
en|ITEM_COMP_ABYSSPRESSURESHELL_NAME|0x87658DB0|Abyss Pressure Shell
ru|ITEM_COMP_ABYSSPRESSURESHELL_NAME|0x87658DB0|Абиссальная оболочка давления
en|ITEM_COMP_OXYGENMANIFOLD_NAME|0xC4BAADB5|Oxygen Manifold
ru|ITEM_COMP_OXYGENMANIFOLD_NAME|0xC4BAADB5|Кислородный коллектор
en|ITEM_COMP_SCRUBBERBED_NAME|0x6F390EBE|Scrubber Bed
ru|ITEM_COMP_SCRUBBERBED_NAME|0x6F390EBE|Скрубберная кассета
en|ITEM_COMP_THERMALREGULATOR_NAME|0x5B965BE7|Thermal Regulator
ru|ITEM_COMP_THERMALREGULATOR_NAME|0x5B965BE7|Терморегулятор
en|ITEM_COMP_PLASMANOZZLE_NAME|0xF2B89C9F|Plasma Nozzle
ru|ITEM_COMP_PLASMANOZZLE_NAME|0xF2B89C9F|Плазменное сопло
en|ITEM_COMP_INERTIALCLAMP_NAME|0x79372558|Inertial Clamp
ru|ITEM_COMP_INERTIALCLAMP_NAME|0x79372558|Инерционный зажим
en|ITEM_COMP_FIELDTRANSPONDER_NAME|0xB6583CE3|Field Transponder
ru|ITEM_COMP_FIELDTRANSPONDER_NAME|0xB6583CE3|Полевой транспондер
en|ITEM_COMP_FLOODVALVE_NAME|0xBF62440F|Flood Valve
ru|ITEM_COMP_FLOODVALVE_NAME|0xBF62440F|Противозатопительный клапан
en|ITEM_COMP_HULLLATTICE_NAME|0x457B1056|Hull Lattice
ru|ITEM_COMP_HULLLATTICE_NAME|0x457B1056|Корпусная решетка
en|ITEM_COMP_REACTORROD_NAME|0xC599B664|Reactor Rod
ru|ITEM_COMP_REACTORROD_NAME|0xC599B664|Реакторный стержень
en|ITEM_COMP_MICROPUMPARRAY_NAME|0x564A09A4|Micro Pump Array
ru|ITEM_COMP_MICROPUMPARRAY_NAME|0x564A09A4|Массив микропомп
en|ITEM_COMP_BULKHEADLOCK_NAME|0x99A2294A|Bulkhead Lock
ru|ITEM_COMP_BULKHEADLOCK_NAME|0x99A2294A|Замок переборки
en|ITEM_COMP_SERVICESERVO_NAME|0xEB5D4995|Service Servo
ru|ITEM_COMP_SERVICESERVO_NAME|0xEB5D4995|Сервисный сервопривод
en|ITEM_COMP_ACIDNEUTRALIZER_NAME|0xB959906B|Acid Neutralizer
ru|ITEM_COMP_ACIDNEUTRALIZER_NAME|0xB959906B|Нейтрализатор кислоты
en|ITEM_COMP_CRYOCOIL_NAME|0x6B775CCF|Cryo Coil
ru|ITEM_COMP_CRYOCOIL_NAME|0x6B775CCF|Криокатушка
en|ITEM_COMP_TURBINEBLADE_NAME|0x970804D8|Turbine Blade
ru|ITEM_COMP_TURBINEBLADE_NAME|0x970804D8|Лопасть турбины
en|ITEM_COMP_ANCHORSPIKE_NAME|0x9971531C|Anchor Spike
ru|ITEM_COMP_ANCHORSPIKE_NAME|0x9971531C|Якорный шип
en|ITEM_COMP_SONAREMITTER_NAME|0xE549CB34|Sonar Emitter
ru|ITEM_COMP_SONAREMITTER_NAME|0xE549CB34|Сонарный эмиттер
en|ITEM_COMP_DRONESOCKET_NAME|0x1407F57E|Drone Socket
ru|ITEM_COMP_DRONESOCKET_NAME|0x1407F57E|Гнездо дрона
en|ITEM_TOOL_BEACONDEPLOYER_NAME|0x99B72F54|Beacon Deployer
ru|ITEM_TOOL_BEACONDEPLOYER_NAME|0x99B72F54|Развертыватель маяков
en|ITEM_TOOL_BUILDER_NAME|0x3D96EE71|Builder
ru|ITEM_TOOL_BUILDER_NAME|0x3D96EE71|Строительный инструмент
en|ITEM_TOOL_ENVANALYZER_NAME|0x3C77C6AB|Environmental Analyzer
ru|ITEM_TOOL_ENVANALYZER_NAME|0x3C77C6AB|Анализатор среды
en|ITEM_TOOL_FLASHLIGHT_NAME|0x00620F9E|Flashlight
ru|ITEM_TOOL_FLASHLIGHT_NAME|0x00620F9E|Фонарь
en|ITEM_TOOL_HARPOONLAUNCHER_NAME|0xC82CFFB9|Harpoon Launcher
ru|ITEM_TOOL_HARPOONLAUNCHER_NAME|0xC82CFFB9|Гарпунная пусковая установка
en|ITEM_TOOL_KNIFE_NAME|0x4C07000B|Knife
ru|ITEM_TOOL_KNIFE_NAME|0x4C07000B|Нож
en|ITEM_TOOL_LASERCUTTER_NAME|0x490D6E40|Laser Cutter
ru|ITEM_TOOL_LASERCUTTER_NAME|0x490D6E40|Лазерный резак
en|ITEM_TOOL_PROPULSION_NAME|0xDEF8C277|Propulsion Device
ru|ITEM_TOOL_PROPULSION_NAME|0xDEF8C277|Пропульсионное устройство
en|ITEM_TOOL_REPAIR_NAME|0x1C66B6FF|Repair Tool
ru|ITEM_TOOL_REPAIR_NAME|0x1C66B6FF|Ремонтный инструмент
en|ITEM_TOOL_SALVAGESAMPLER_NAME|0x0F590EAD|Salvage Sampler
ru|ITEM_TOOL_SALVAGESAMPLER_NAME|0x0F590EAD|Отборник трофейных проб
en|ITEM_TOOL_SCANNER_NAME|0x91BA964A|Scanner
ru|ITEM_TOOL_SCANNER_NAME|0x91BA964A|Сканер
en|ITEM_TOOL_STUNPISTOL_NAME|0x4B881C45|Stun Pistol
ru|ITEM_TOOL_STUNPISTOL_NAME|0x4B881C45|Шоковый пистолет
en|ITEM_TOOL_DRONELATCH_NAME|0x534C55F4|Drone Latch
ru|ITEM_TOOL_DRONELATCH_NAME|0x534C55F4|Захват дрона
en|ITEM_TOOL_CABLESPLICER_NAME|0xC1766797|Cable Splicer
ru|ITEM_TOOL_CABLESPLICER_NAME|0xC1766797|Кабельный сплайсер
en|ITEM_TOOL_PRESSUREPROBE_NAME|0x27878D0D|Pressure Probe
ru|ITEM_TOOL_PRESSUREPROBE_NAME|0x27878D0D|Зонд давления
en|ITEM_TOOL_SEAFLOORDRILL_NAME|0x229D56C0|Seafloor Drill
ru|ITEM_TOOL_SEAFLOORDRILL_NAME|0x229D56C0|Донный бур
en|ITEM_TOOL_BRINESIPHON_NAME|0xDAF935F9|Brine Siphon
ru|ITEM_TOOL_BRINESIPHON_NAME|0xDAF935F9|Рассольный сифон
en|ITEM_TOOL_WELDTORCH_NAME|0x1DA1614A|Weld Torch
ru|ITEM_TOOL_WELDTORCH_NAME|0x1DA1614A|Сварочная горелка
en|ITEM_TOOL_TAGLAUNCHER_NAME|0x38031114|Tag Launcher
ru|ITEM_TOOL_TAGLAUNCHER_NAME|0x38031114|Маркерный пускатель
en|ITEM_TOOL_SCRUBBERGUN_NAME|0x8595FF42|Scrubber Applicator
ru|ITEM_TOOL_SCRUBBERGUN_NAME|0x8595FF42|Аппликатор скруббера
en|ITEM_TOOL_HEATSHIELDPROJECTOR_NAME|0xC4E141EB|Heat Shield Projector
ru|ITEM_TOOL_HEATSHIELDPROJECTOR_NAME|0xC4E141EB|Проектор теплового щита
en|ITEM_TOOL_RELAYKEY_NAME|0x49926958|Relay Key
ru|ITEM_TOOL_RELAYKEY_NAME|0x49926958|Релейный ключ
en|ITEM_EQUIP_OXYGENRIG_T1_NAME|0xA61309C4|Oxygen Rig 1
ru|ITEM_EQUIP_OXYGENRIG_T1_NAME|0xA61309C4|Кислородная система T1
en|ITEM_EQUIP_OXYGENRIG_T2_NAME|0xFAD69EF3|Oxygen Rig 2
ru|ITEM_EQUIP_OXYGENRIG_T2_NAME|0xFAD69EF3|Кислородная система T2
en|ITEM_EQUIP_PRESSUREHARNESS_T1_NAME|0x1A334F03|Pressure Harness 1
ru|ITEM_EQUIP_PRESSUREHARNESS_T1_NAME|0x1A334F03|Силовая обвязка давления T1
en|ITEM_EQUIP_PRESSUREHARNESS_T2_NAME|0xAF503154|Pressure Harness 2
ru|ITEM_EQUIP_PRESSUREHARNESS_T2_NAME|0xAF503154|Силовая обвязка давления T2
en|ITEM_EQUIP_THERMALLINER_T1_NAME|0xCC408AB3|Thermal Liner 1
ru|ITEM_EQUIP_THERMALLINER_T1_NAME|0xCC408AB3|Термоподкладка T1
en|ITEM_EQUIP_THERMALLINER_T2_NAME|0x777CF584|Thermal Liner 2
ru|ITEM_EQUIP_THERMALLINER_T2_NAME|0x777CF584|Термоподкладка T2
en|ITEM_EQUIP_RADIATIONVEIL_NAME|0xBEFAA0F9|Radiation Veil
ru|ITEM_EQUIP_RADIATIONVEIL_NAME|0xBEFAA0F9|Радиационная вуаль
en|ITEM_EQUIP_SCRAPPACK_NAME|0x8679B9D0|Scrap Pack
ru|ITEM_EQUIP_SCRAPPACK_NAME|0x8679B9D0|Ранец металлолома
en|ITEM_EQUIP_SERVICEFINS_NAME|0xBCA467CF|Service Fins
ru|ITEM_EQUIP_SERVICEFINS_NAME|0xBCA467CF|Сервисные плавники
en|ITEM_EQUIP_MAGBOOTS_NAME|0xF4B64DA4|Mag Boots
ru|ITEM_EQUIP_MAGBOOTS_NAME|0xF4B64DA4|Магнитные ботинки
en|ITEM_EQUIP_HUDVISORATLAS_NAME|0x37A03231|Atlas Visor Retrofit
ru|ITEM_EQUIP_HUDVISORATLAS_NAME|0x37A03231|Визор Atlas
en|ITEM_EQUIP_HULLPATCHRIG_NAME|0xFF28CCFD|Hull Patch Rig
ru|ITEM_EQUIP_HULLPATCHRIG_NAME|0xFF28CCFD|Корпусной патч-комплект
en|ITEM_EQUIP_BALLASTBELT_NAME|0x9A78E62E|Ballast Belt
ru|ITEM_EQUIP_BALLASTBELT_NAME|0x9A78E62E|Балластный пояс
en|ITEM_BUILD_FOUNDATION_PLATFORM_NAME|0xFB73B91F|Foundation Platform
ru|ITEM_BUILD_FOUNDATION_PLATFORM_NAME|0xFB73B91F|Платформа-основание
en|ITEM_BUILD_CORRIDOR_STRAIGHT_NAME|0x3EBDFF87|Corridor Straight
ru|ITEM_BUILD_CORRIDOR_STRAIGHT_NAME|0x3EBDFF87|Прямой коридор
en|ITEM_BUILD_SERVICE_PUMP_NAME|0x3F378C92|Service Pump
ru|ITEM_BUILD_SERVICE_PUMP_NAME|0x3F378C92|Сервисный насос
en|ITEM_BUILD_CURRENT_TURBINE_NAME|0x0B55ECF7|Current Turbine
ru|ITEM_BUILD_CURRENT_TURBINE_NAME|0x0B55ECF7|Турбина течения
en|ITEM_BUILD_UTILITY_PYLON_NAME|0x7F526105|Utility Pylon
ru|ITEM_BUILD_UTILITY_PYLON_NAME|0x7F526105|Служебный пилон
en|ITEM_BUILD_CORRIDOR_CORNER_NAME|0x5371683A|Corridor Corner
ru|ITEM_BUILD_CORRIDOR_CORNER_NAME|0x5371683A|Угловой коридор
en|ITEM_BUILD_CORRIDOR_TJUNCTION_NAME|0x03733A8F|Corridor T-Junction
ru|ITEM_BUILD_CORRIDOR_TJUNCTION_NAME|0x03733A8F|Т-образный коридор
en|ITEM_BUILD_AIRLOCK_HATCH_NAME|0x70DC794E|Airlock Hatch
ru|ITEM_BUILD_AIRLOCK_HATCH_NAME|0x70DC794E|Шлюзовой люк
en|ITEM_BUILD_SERVICE_RELAY_NAME|0xDD1FEEC7|Service Relay
ru|ITEM_BUILD_SERVICE_RELAY_NAME|0xDD1FEEC7|Сервисное реле
en|ITEM_BUILD_OXYGEN_SCRUBBERRACK_NAME|0x5AEFBF06|Oxygen Scrubber Rack
ru|ITEM_BUILD_OXYGEN_SCRUBBERRACK_NAME|0x5AEFBF06|Стойка скруббера O2
en|ITEM_BUILD_OXYGEN_TANK_NAME|0xCC3A499B|Oxygen Tank
ru|ITEM_BUILD_OXYGEN_TANK_NAME|0xCC3A499B|Кислородный бак
en|ITEM_BUILD_BATTERY_BANK_NAME|0xAC706E7C|Battery Bank
ru|ITEM_BUILD_BATTERY_BANK_NAME|0xAC706E7C|Батарейный блок
en|ITEM_BUILD_FABRICATOR_COMPACT_NAME|0xC515FA61|Fabricator Compact
ru|ITEM_BUILD_FABRICATOR_COMPACT_NAME|0xC515FA61|Компактный фабрикатор
en|ITEM_BUILD_MED_BAY_NODE_NAME|0xD7750666|Med Bay Node
ru|ITEM_BUILD_MED_BAY_NODE_NAME|0xD7750666|Медицинский узел
en|ITEM_BUILD_SONAR_MAST_NAME|0x58761133|Sonar Mast
ru|ITEM_BUILD_SONAR_MAST_NAME|0x58761133|Сонарная мачта
en|ITEM_BUILD_LIGHT_ARRAY_NAME|0xCCAF3326|Light Array
ru|ITEM_BUILD_LIGHT_ARRAY_NAME|0xCCAF3326|Световой массив
en|ITEM_BUILD_FLOODGATE_VALVE_NAME|0x07BB6F36|Floodgate Valve
ru|ITEM_BUILD_FLOODGATE_VALVE_NAME|0x07BB6F36|Противопаводковый клапан
en|ITEM_BUILD_ANCHOR_FRAME_NAME|0x3EC57B89|Anchor Frame
ru|ITEM_BUILD_ANCHOR_FRAME_NAME|0x3EC57B89|Якорная рама
en|ITEM_BUILD_BRINE_FILTER_NAME|0x9F9DB187|Brine Filter
ru|ITEM_BUILD_BRINE_FILTER_NAME|0x9F9DB187|Рассольный фильтр
en|ITEM_BUILD_THERMAL_EXCHANGER_NAME|0x6D39F52F|Thermal Exchanger
ru|ITEM_BUILD_THERMAL_EXCHANGER_NAME|0x6D39F52F|Теплообменник
en|ITEM_BUILD_DRONE_DOCK_NAME|0x70B2DF58|Drone Dock
ru|ITEM_BUILD_DRONE_DOCK_NAME|0x70B2DF58|Док дронов
en|ITEM_BUILD_CARGO_RACK_NAME|0x6F7338EE|Cargo Rack
ru|ITEM_BUILD_CARGO_RACK_NAME|0x6F7338EE|Грузовая стойка
en|ITEM_BUILD_SLEEP_CAPSULE_NAME|0x6EB49D31|Sleep Capsule
ru|ITEM_BUILD_SLEEP_CAPSULE_NAME|0x6EB49D31|Спальная капсула
en|ITEM_BUILD_OBSERVATION_BUBBLE_NAME|0x7E829407|Observation Bubble
ru|ITEM_BUILD_OBSERVATION_BUBBLE_NAME|0x7E829407|Наблюдательный купол
en|ITEM_BUILD_COIL_GENERATOR_NAME|0x13515183|Coil Generator
ru|ITEM_BUILD_COIL_GENERATOR_NAME|0x13515183|Катушечный генератор
en|ITEM_BUILD_RELAY_BACKBONE_NAME|0x2BCC8935|Relay Backbone
ru|ITEM_BUILD_RELAY_BACKBONE_NAME|0x2BCC8935|Магистральное реле
en|ITEM_BUILD_CO2_RECLAIMER_NAME|0x403C38B5|CO2 Reclaimer
ru|ITEM_BUILD_CO2_RECLAIMER_NAME|0x403C38B5|Рекуператор CO2
en|ITEM_BUILD_TOOL_LOCKER_NAME|0x9C0D3899|Tool Locker
ru|ITEM_BUILD_TOOL_LOCKER_NAME|0x9C0D3899|Шкаф инструментов
en|ITEM_BUILD_BUOY_MARKER_NAME|0x7BBA0438|Buoy Marker
ru|ITEM_BUILD_BUOY_MARKER_NAME|0x7BBA0438|Буй-маркер
en|ITEM_BUILD_ABYSSAL_PRESSURE_DOOR_NAME|0xF59A7FB6|Abyssal Pressure Door
ru|ITEM_BUILD_ABYSSAL_PRESSURE_DOOR_NAME|0xF59A7FB6|Абиссальная гермодверь
en|ITEM_WRECK_RUSTEDBULKHEADPLATE_NAME|0x8EC6A533|Rusted Bulkhead Plate
ru|ITEM_WRECK_RUSTEDBULKHEADPLATE_NAME|0x8EC6A533|Ржавая плита переборки
en|ITEM_WRECK_FRACTUREDVIEWPORT_NAME|0x86CA507E|Fractured Viewport
ru|ITEM_WRECK_FRACTUREDVIEWPORT_NAME|0x86CA507E|Треснувший иллюминатор
en|ITEM_WRECK_CRUSHEDLOCKERDOOR_NAME|0x5F1DEE7C|Crushed Locker Door
ru|ITEM_WRECK_CRUSHEDLOCKERDOOR_NAME|0x5F1DEE7C|Смятая дверца шкафчика
en|ITEM_WRECK_SERVICECONDUITBUNDLE_NAME|0xC24FCDC3|Service Conduit Bundle
ru|ITEM_WRECK_SERVICECONDUITBUNDLE_NAME|0xC24FCDC3|Пучок сервисных магистралей
en|ITEM_WRECK_BURNEDCIRCUITCRATE_NAME|0x698D4664|Burned Circuit Crate
ru|ITEM_WRECK_BURNEDCIRCUITCRATE_NAME|0x698D4664|Обгоревший ящик плат
en|ITEM_WRECK_ATLASDRONESHELL_NAME|0x86206DA7|Atlas Drone Shell
ru|ITEM_WRECK_ATLASDRONESHELL_NAME|0x86206DA7|Корпус дрона Atlas
en|ITEM_WRECK_EXCAVATORARMSEGMENT_NAME|0x8D17347C|Excavator Arm Segment
ru|ITEM_WRECK_EXCAVATORARMSEGMENT_NAME|0x8D17347C|Сегмент руки экскаватора
en|ITEM_WRECK_BALLASTPUMPHOUSING_NAME|0x52518BA2|Ballast Pump Housing
ru|ITEM_WRECK_BALLASTPUMPHOUSING_NAME|0x52518BA2|Корпус балластного насоса
en|ITEM_WRECK_REACTORBAFFLE_NAME|0x3FB0AEAE|Reactor Baffle
ru|ITEM_WRECK_REACTORBAFFLE_NAME|0x3FB0AEAE|Реакторный экран
en|ITEM_WRECK_COLLAPSEDSTANCHION_NAME|0xA8C6B7CE|Collapsed Stanchion
ru|ITEM_WRECK_COLLAPSEDSTANCHION_NAME|0xA8C6B7CE|Смятая стойка
en|ITEM_WRECK_PRESSUREDOORMOTOR_NAME|0xC2FB753A|Pressure Door Motor
ru|ITEM_WRECK_PRESSUREDOORMOTOR_NAME|0xC2FB753A|Мотор гермодвери
en|ITEM_WRECK_COMMANDCONSOLECORE_NAME|0x4E6310D5|Command Console Core
ru|ITEM_WRECK_COMMANDCONSOLECORE_NAME|0x4E6310D5|Ядро командной консоли
en|ITEM_WRECK_BROKENSONARDISH_NAME|0xFD91537A|Broken Sonar Dish
ru|ITEM_WRECK_BROKENSONARDISH_NAME|0xFD91537A|Разбитая сонарная тарелка
en|ITEM_WRECK_SCRUBBERCOLUMN_NAME|0x03696FE8|Scrubber Column
ru|ITEM_WRECK_SCRUBBERCOLUMN_NAME|0x03696FE8|Колонна скруббера
en|ITEM_WRECK_OXYGENLINECOIL_NAME|0x3C1E4465|Oxygen Line Coil
ru|ITEM_WRECK_OXYGENLINECOIL_NAME|0x3C1E4465|Катушка кислородной магистрали
en|ITEM_WRECK_MEDCABINETFRAME_NAME|0x11CAB0CF|Med Cabinet Frame
ru|ITEM_WRECK_MEDCABINETFRAME_NAME|0x11CAB0CF|Рама медшкафа
en|ITEM_WRECK_HABPANELAMBER_NAME|0xBDF32898|Hab Panel Amber
ru|ITEM_WRECK_HABPANELAMBER_NAME|0xBDF32898|Жилой янтарный щиток
en|ITEM_WRECK_FLOODSENSORBLOCK_NAME|0xA552987F|Flood Sensor Block
ru|ITEM_WRECK_FLOODSENSORBLOCK_NAME|0xA552987F|Блок датчика затопления
en|ITEM_WRECK_CRYOPIPESECTION_NAME|0x5A746822|Cryo Pipe Section
ru|ITEM_WRECK_CRYOPIPESECTION_NAME|0x5A746822|Секция криомагистрали
en|ITEM_WRECK_THERMALVENTCOWL_NAME|0xADD3DB75|Thermal Vent Cowl
ru|ITEM_WRECK_THERMALVENTCOWL_NAME|0xADD3DB75|Кожух термовыпуска
en|ITEM_WRECK_BRINETANKERVALVE_NAME|0x321562C5|Brine Tanker Valve
ru|ITEM_WRECK_BRINETANKERVALVE_NAME|0x321562C5|Клапан рассольной цистерны
en|ITEM_WRECK_HULLRIBSECTION_NAME|0x2205B837|Hull Rib Section
ru|ITEM_WRECK_HULLRIBSECTION_NAME|0x2205B837|Секция ребра корпуса
en|ITEM_WRECK_DATAPAD_CHENM_01_NAME|0x39678E15|Datapad Chen 01
ru|ITEM_WRECK_DATAPAD_CHENM_01_NAME|0x39678E15|КПК Chen_M 01
en|ITEM_WRECK_DATAPAD_CHENM_02_NAME|0xF4C0D7AA|Datapad Chen 02
ru|ITEM_WRECK_DATAPAD_CHENM_02_NAME|0xF4C0D7AA|КПК Chen_M 02
en|ITEM_WRECK_DATAPAD_CHENM_03_NAME|0xDF3F78EB|Datapad Chen 03
ru|ITEM_WRECK_DATAPAD_CHENM_03_NAME|0xDF3F78EB|КПК Chen_M 03
en|ITEM_WRECK_BLUEPRINT_CHENM_DRONE_NAME|0xDB1FA9E8|Blueprint Chen Drone
ru|ITEM_WRECK_BLUEPRINT_CHENM_DRONE_NAME|0xDB1FA9E8|Чертеж дрона Chen_M
en|ITEM_WRECK_SUITTAG_CHENM_NAME|0xFE496163|Suit Tag Chen M
ru|ITEM_WRECK_SUITTAG_CHENM_NAME|0xFE496163|Идентификатор костюма Chen_M
en|ITEM_WRECK_TERMINAL_CAPTAINBROADCAST_NAME|0xA7F06C30|Terminal Captain Broadcast
ru|ITEM_WRECK_TERMINAL_CAPTAINBROADCAST_NAME|0xA7F06C30|Терминал капитанской трансляции
en|ITEM_WRECK_BIOSAMPLE_CRATE_NAME|0x8A10184E|Bio Sample Crate
ru|ITEM_WRECK_BIOSAMPLE_CRATE_NAME|0x8A10184E|Ящик биообразцов
en|ITEM_WRECK_MEDICLOCKER_NAME|0x733FA4AC|Medic Locker
ru|ITEM_WRECK_MEDICLOCKER_NAME|0x733FA4AC|Шкаф медика
en|ITEM_WRECK_CHILDDRAWINGPLATE_NAME|0x23775A0E|Child Drawing Plate
ru|ITEM_WRECK_CHILDDRAWINGPLATE_NAME|0x23775A0E|Пластина с детским рисунком
en|ITEM_WRECK_TERMINAL_ATLASHACK_NAME|0x45A05671|Atlas-6 Breach Terminal
ru|ITEM_WRECK_TERMINAL_ATLASHACK_NAME|0x45A05671|Терминал взлома Atlas-6
en|ITEM_WRECK_SHIFTROSTERBOARD_NAME|0xF9E7F881|Shift Roster Board
ru|ITEM_WRECK_SHIFTROSTERBOARD_NAME|0xF9E7F881|Доска сменного графика
en|ITEM_WRECK_MAINTENANCELEDGER_NAME|0x144228F4|Maintenance Ledger
ru|ITEM_WRECK_MAINTENANCELEDGER_NAME|0x144228F4|Журнал техобслуживания
en|ITEM_WRECK_SCRUBBERSERVICETAG_NAME|0xBB18B4CD|Scrubber Service Tag
ru|ITEM_WRECK_SCRUBBERSERVICETAG_NAME|0xBB18B4CD|Бирка обслуживания скруббера
en|ITEM_WRECK_PUMPTESTRECORD_NAME|0xEF677B4F|Pump Test Record
ru|ITEM_WRECK_PUMPTESTRECORD_NAME|0xEF677B4F|Запись теста насоса
en|ITEM_WRECK_CARGOMANIFESTSLATE_NAME|0xB1ABF148|Cargo Manifest Slate
ru|ITEM_WRECK_CARGOMANIFESTSLATE_NAME|0xB1ABF148|Планшет грузового манифеста
en|ITEM_WRECK_WARNINGPLACARD_SEAL_NAME|0x27029483|Warning Placard Seal
ru|ITEM_WRECK_WARNINGPLACARD_SEAL_NAME|0x27029483|Предупреждающая табличка по герметизации
